filename,prompt
"0,0,-18.png","the moon is seen in the dark sky, phobos, break of dawn on pluto, taken through a telescope, nubulae hubble, moody gold planet, pluto, asteroid belt in distance, mars in distance, yellow ocre tint dominant, distant photo, radiosity rendering, viewed from earth, seen from earth, ocean on planet titan, distant full body view"
"0,0,-27.png","a close up of a moon in the dark sky, phobos, asteroid belt in distance, break of dawn on pluto, taken through a telescope, mars in distance, distant photo, seen from earth, viewed from earth, distant full body view, nubulae hubble, earth seen on the dark sky, seen from planet earth, metallic asteroid"
"0,0,-36.png","a close up of a moon in the dark sky, phobos, mars in distance, asteroid belt in distance, taken through a telescope, seen from earth, mars setting, viewed from earth, earth seen on the dark sky, distant photo, mars, yellow ocre tint dominant, distant full body view, break of dawn on pluto, seen from planet earth, up close image"
"0,0,-45.png","a close up of a moon in the dark sky, phobos, asteroid belt in distance, metallic asteroid, mars in distance, earth seen on the dark sky, barsoom, mars, moody gold planet, break of dawn on pluto, seen from earth, nubulae hubble, seen from planet earth, mars setting, taken through a telescope"
"0,0,-54.png","an object is seen in the dark sky, phobos, asteroid belt in distance, metallic asteroid, mars in distance, nubulae hubble, earth seen on the dark sky, barsoom, seen from earth, moody gold planet, mars, break of dawn on pluto, apophis, distant full body view, viewed from earth, mars setting"
"0,0,-63.png","an object is seen in the dark sky, phobos, asteroid belt in distance, mars in distance, earth seen on the dark sky, nubulae hubble, metallic asteroid, seen from earth, mars setting, mars, break of dawn on pluto, moody gold planet, barsoom, viewed from earth, apophis, seen from planet earth, venus"
"0,0,-72.png","a close up of a small object in the sky, phobos, mars in distance, earth seen on the dark sky, mars, mars setting, asteroid belt in distance, barsoom, seen from earth, moody gold planet, viewed from earth, planet mars, metallic asteroid, mars black, planet mars in the background, mars as background"
"0,0,-81.png","a dark sky with a small object in the middle of it, phobos, earth seen on the dark sky, metallic asteroid, barsoom, asteroid belt in distance, mars in distance, mars, also known as artemis the selene, outer wilds, seen from earth, dark blue spheres fly around, nubulae hubble, mars setting"
"0,0,-9.png","the moon is visible in the dark sky, break of dawn on pluto, phobos, taken through a telescope, moody gold planet, mars in distance, nubulae hubble, asteroid belt in distance, pluto, yellow ocre tint dominant, seen from earth, viewed from earth, astronomical imaging, solis sacerdotibus, distant photo, seen from planet earth"
"0,0,-90.png","a large object is seen in the dark sky, phobos, metallic asteroid, barsoom, earth seen on the dark sky, asteroid belt in distance, outer wilds, mars in distance, seen from earth, mars, ir 660 nm, also known as artemis the selene, apophis, dark blue spheres fly around, nubulae hubble"
"0,0,0.png","an image of a moon in the dark sky, break of dawn on pluto, phobos, taken through a telescope, mars in distance, moody gold planet, barsoom, mars, planet mars, outer wilds, inspired by Ma Yuan, nubulae hubble, solis sacerdotibus, submerged on titan, break of dawn on venus"
"0,0,18.png","a close up of an apple on a black background, phobos, nubulae hubble, asteroid belt in distance, mars, mars in distance, barsoom, metallic asteroid, planet mars, distant full body view, break of dawn on pluto, potato, mars as background, peter dutton as a potato, charon, imbalanced mars. rugged"
"0,0,27.png","a close up of an apple on a black background, phobos, nubulae hubble, asteroid belt in distance, metallic asteroid, mars, mars in distance, barsoom, apophis, charon, distant full body view, planet mars, potato, mars black, moody gold planet, mars as background, hubble image, saturno buttò"
"0,0,36.png","a close up of an apple on a black background, phobos, asteroid belt in distance, mars in distance, nubulae hubble, mars, metallic asteroid, barsoom, apophis, planet mars, moody gold planet, distant full body view, southern cross, scylla, mars black, mars as background, charon"
"0,0,45.png","a close up of an apple in the dark, phobos, asteroid belt in distance, nubulae hubble, mars in distance, mars, barsoom, metallic asteroid, distant full body view, apophis, planet mars, moody gold planet, hubble image, mars as background, charon, mar planet, the planet mars, mars black"
"0,0,54.png","a close up of an apple in the dark, phobos, asteroid belt in distance, nubulae hubble, barsoom, mars in distance, mars, distant full body view, astronomical imaging, moody gold planet, hubble image, saturno buttò, seen from earth, taken through a telescope, mar planet, yellow ocre tint dominant"
"0,0,63.png","a large white object in the dark sky, phobos, barsoom, asteroid belt in distance, mars in distance, mars, nubulae hubble, moody gold planet, taken through a telescope, hubble image, distant full body view, yellow ocre tint dominant, mars setting, tungstem color balance, mar planet, seen from earth, venus"
"0,0,72.png","a full moon is seen in the dark sky, phobos, mars in distance, barsoom, asteroid belt in distance, taken through a telescope, mars, viewed from earth, seen from earth, nubulae hubble, venus, mar planet, mars setting, moody gold planet, distant full body view, distant photo, astronomical imaging"
"0,0,81.png","a full moon is seen in the dark sky, phobos, nubulae hubble, asteroid belt in distance, mars in distance, moody gold planet, taken through a telescope, distant photo, viewed from earth, povray, southern cross, saturno buttò, charon, seen from earth, mars, barsoom, break of dawn on pluto"
"0,0,9.png","a close up of an apple on a black background, phobos, mars in distance, barsoom, mars, break of dawn on pluto, nubulae hubble, planet mars, potato, inspired by Ma Yuan, outer wilds, moody gold planet, the planet mars, asteroid belt in distance, mars as background, peter dutton as a potato"
"0,0,90.png","the moon is visible in the dark sky, phobos, nubulae hubble, moody gold planet, break of dawn on pluto, povray, southern cross, moon ryas, asteroid belt in distance, mars in distance, distant photo, viewed from earth, charon, hubble image, yellow ocre tint dominant, artist's impression, seen from earth"
"0,108,-18.png","the moon is seen in the dark sky, mars in distance, mars setting, mars, break of dawn on pluto, taken through a telescope, barsoom, terraformed mars, planet mars, mars as background, phobos, the planet mars, moody gold planet, imbalanced mars. rugged, planet mars in the background, yellow ocre tint dominant, mar planet"
"0,108,-27.png","the moon is seen in the dark sky, mars in distance, mars setting, mars, taken through a telescope, planet mars, barsoom, planet mars in the background, mars as background, the planet mars, break of dawn on pluto, phobos, terraformed mars, imbalanced mars. rugged, on the orange surface of mars"
"0,108,-36.png","the moon is seen in the dark sky, mars in distance, mars setting, phobos, mars, taken through a telescope, mars as background, planet mars, planet mars in the background, break of dawn on pluto, sepia sun, the planet mars, barsoom, terraformed mars, moody gold planet, total lunar eclipse, yellow ocre tint dominant"
"0,108,-45.png","a close up of a moon in the sky, phobos, mars in distance, mars setting, sepia sun, taken through a telescope, break of dawn on venus, mars, break of dawn on pluto, planet mars, venus surface, planet mars in the background, mars as background, moody gold planet, the planet mars, venus, yellow ocre tint dominant"
"0,108,-54.png","a close up of an object in the sky, phobos, mars in distance, mars setting, break of dawn on pluto, moody gold planet, mars, taken through a telescope, yellow ocre tint dominant, mars as background, break of dawn on venus, treasure planet color scheme, sepia sun, planet mars, planet mars in the background, the planet mars"
"0,108,-63.png","an object is seen in the dark sky, phobos, mars in distance, earth seen on the dark sky, mars, barsoom, asteroid belt in distance, mars setting, yellow ocre tint dominant, moody gold planet, mars as background, outer wilds, metallic asteroid, break of dawn on pluto, outer wilds screenshot, planet mars, seen from earth"
"0,108,-72.png","a dark sky with a small object in the middle of it, phobos, mars in distance, mars, barsoom, earth seen on the dark sky, mars setting, asteroid belt in distance, seen from earth, imbalanced mars. rugged, mars as background, mars black, planet mars, the planet mars, viewed from earth, metallic asteroid"
"0,108,-81.png","the moon is seen in the dark sky, phobos, metallic asteroid, earth seen on the dark sky, barsoom, asteroid belt in distance, mars, mars in distance, nubulae hubble, mars black, seen from earth, apophis, viewed from earth, outer wilds, halfmoon in space, ir 660 nm"
"0,108,-9.png","a full moon is seen in the dark sky, mars in distance, taken through a telescope, break of dawn on pluto, submerged on titan, barsoom, mars, phobos, yellow ocre tint dominant, solis sacerdotibus, ocean on planet titan, mars setting, mars as background, planet mars, terraformed mars, the planet mars, distant world"
"0,108,-90.png","an object is seen in the dark sky, phobos, metallic asteroid, asteroid belt in distance, earth seen on the dark sky, nubulae hubble, dark blue spheres fly around, barsoom, ir 660 nm, outer wilds, mars, seen from earth, mars in distance, halfmoon in space, viewed from earth, apophis"
"0,108,0.png","a full moon is seen in the dark sky, phobos, break of dawn on pluto, mars in distance, taken through a telescope, moody gold planet, submerged on titan, ocean on planet titan, solis sacerdotibus, octave render, barsoom, distant world, yellow ocre tint dominant, asteroid belt in distance, mars, mars as background"
"0,108,18.png","a close up of a moon in the dark sky, phobos, mars in distance, taken through a telescope, break of dawn on pluto, mars, asteroid belt in distance, distant full body view, imax close-up of face, submerged on titan, saturno buttò, astronomical imaging, mars as background, solis sacerdotibus"
"0,108,27.png","the moon is seen in the dark sky, phobos, mars in distance, asteroid belt in distance, mars, break of dawn on pluto, taken through a telescope, planet mars, astronomical imaging, mar planet, distant full body view, moody gold planet, distant photo, mars as background, the planet mars, visiting saturn, saturno buttò, seen from earth"
"0,108,36.png","the moon is seen in the dark sky, mars in distance, mars, phobos, mars as background, break of dawn on pluto, the planet mars, planet mars, submerged on titan, mars aerial photography, barsoom, ocean on planet titan, terraformed mars, taken through a telescope, mars setting, distant full body view, mar planet, mars mission"
"0,108,45.png","an image of a moon in the dark sky, mars in distance, phobos, mars, terraformed mars, mars setting, barsoom, mars as background, planet mars, the planet mars, imax close-up of face, mars aerial photography, close-up imagery, taken through a telescope, viewed from earth, treasure planet color scheme, mars mission"
"0,108,54.png","the moon is seen in the dark sky, terraformed mars, mars in distance, mars setting, imax close-up of face, taken through a telescope, mars, submerged on titan, the planet mars, mars as background, viewed from earth, venus surface, planet mars, close-up imagery, nasa true color 8k image, distant world, terraforming mars"
"0,108,63.png","the moon is seen in the dark sky, submerged on titan, venus surface, phobos, taken through a telescope, break of dawn on venus, terraformed mars, titan, mars in distance, imax close-up of face, ocean on planet titan, viewed from earth, distant full body view, close-up imagery, mars setting, venus"
"0,108,72.png","a close up of a moon in the dark sky, phobos, submerged on titan, venus surface, ocean on planet titan, break of dawn on venus, terraformed mars, mars in distance, viewed from earth, titan, isomeric view, taken through a telescope, distant full body view, moody gold planet, treasure planet color scheme, close-up imagery"
"0,108,81.png","a close up of a moon in the dark sky, phobos, mars in distance, break of dawn on venus, venus surface, submerged on titan, distant full body view, terraformed mars, isomeric view, close-up imagery, viewed from earth, titan, taken through a telescope, venus, ocean on planet titan, charon, seen from earth"
"0,108,9.png","a close up of a moon in the dark sky, phobos, asteroid belt in distance, metallic asteroid, taken through a telescope, mars in distance, nubulae hubble, saturno buttò, radiosity rendering, seen from earth, distant full body view, break of dawn on pluto, astronomical imaging, up close image, with small object details"
"0,108,90.png","a half moon is seen in the dark sky, phobos, charon, break of dawn on venus, mars in distance, venus, venus surface, moon ryas, distant full body view, close-up imagery, break of dawn on pluto, mars, asteroid belt in distance, octave render, southern cross, terraforming jezero crater"
"0,126,-18.png","a view of the moon through a telescope lens, mars in distance, taken through a telescope, mars setting, phobos, mars, mars as background, submerged on titan, planet mars, terraformed mars, yellow ocre tint dominant, the planet mars, break of dawn on pluto, planet mars in the background, martian, mar planet, on the orange surface of mars"
"0,126,-27.png","a close up of a moon in the dark sky, mars in distance, mars setting, mars, taken through a telescope, phobos, terraformed mars, planet mars, mars as background, planet mars in the background, the planet mars, barsoom, yellow ocre tint dominant, break of dawn on pluto, on the orange surface of mars, martian landscape"
"0,126,-36.png","a view of the moon through a telescope lens, mars setting, mars in distance, mars, mars as background, planet mars, the planet mars, terraformed mars, planet mars in the background, taken through a telescope, phobos, barsoom, imbalanced mars. rugged, on the orange surface of mars, eclipse of aurora on mars, martian landscape"
"0,126,-45.png","the moon is seen in the dark sky, mars in distance, mars setting, mars, phobos, planet mars, planet mars in the background, taken through a telescope, mars as background, the planet mars, terraformed mars, break of dawn on venus, on the orange surface of mars, sepia sun, yellow ocre tint dominant"
"0,126,-54.png","a large object in the sky with a dark background, mars in distance, mars setting, phobos, mars, planet mars, planet mars in the background, taken through a telescope, the planet mars, treasure planet color scheme, mars as background, barsoom, break of dawn on venus, terraformed mars, yellow ocre tint dominant"
"0,126,-63.png","a dark sky with a small object in the middle of it, phobos, barsoom, mars in distance, mars setting, mars, yellow ocre tint dominant, treasure planet color scheme, earth seen on the dark sky, mars as background, planet mars, planet mars in the background, moody gold planet, the planet mars, outer wilds, taken through a telescope"
"0,126,-72.png","the moon is seen in the dark sky, phobos, barsoom, mars in distance, mars, earth seen on the dark sky, mars setting, asteroid belt in distance, yellow ocre tint dominant, also known as artemis the selene, seen from earth, outer wilds, eclipse of aurora on mars, metallic asteroid, dark blue spheres fly around"
"0,126,-81.png","a dark sky with a small object in the middle of it, phobos, metallic asteroid, earth seen on the dark sky, mars in distance, barsoom, asteroid belt in distance, mars, also known as artemis the selene, universe in a grain of sand, seen from earth, mars black, outer wilds, nubulae hubble"
"0,126,-9.png","the moon is seen in the dark sky, mars in distance, taken through a telescope, mars setting, phobos, break of dawn on pluto, mars, yellow ocre tint dominant, submerged on titan, solis sacerdotibus, mars as background, planet mars, the planet mars, terraformed mars, up close image, on the orange surface of mars"
"0,126,-90.png","a black background with a small object in the middle of it, phobos, metallic asteroid, barsoom, earth seen on the dark sky, outer wilds, ir 660 nm, mars, nubulae hubble, octsne render, radiosity rendering, mars in distance, universe in a grain of sand, asteroid belt in distance"
"0,126,0.png","the moon is seen in the dark sky, mars in distance, submerged on titan, taken through a telescope, break of dawn on pluto, moody gold planet, yellow ocre tint dominant, phobos, ocean on planet titan, solis sacerdotibus, mars, terraformed mars, mars setting, mars as background, imbalanced mars. rugged"
"0,126,18.png","a close up of an object in the dark sky, phobos, saturno buttò, asteroid belt in distance, mars in distance, nubulae hubble, mars, break of dawn on pluto, mars aerial photography, imbalanced mars. rugged, distant full body view, apophis, astronomical imaging, seen from earth"
"0,126,27.png","a close up of an object in the dark sky, phobos, mars in distance, asteroid belt in distance, break of dawn on pluto, mars, saturno buttò, distant full body view, nubulae hubble, seen from earth, astronomical imaging, moon ryas, taken through a telescope, mars aerial photography, imbalanced mars. rugged"
"0,126,36.png","a close up of a moon in the dark sky, phobos, break of dawn on pluto, mars in distance, moody gold planet, mars, imbalanced mars. rugged, hubble image, submerged on titan, distant full body view, asteroid belt in distance, mars as background, barsoom, octave render, ocean on planet titan"
"0,126,45.png","a close up of a moon in the dark sky, terraformed mars, phobos, submerged on titan, moody gold planet, mars in distance, break of dawn on pluto, imbalanced mars. rugged, ocean on planet titan, floating planets and moons, barsoom, the planet mars, mars, space photography, octave render, hubble image"
"0,126,54.png","a view of the moon in the dark sky, phobos, terraformed mars, mars in distance, imax close-up of face, viewed from earth, distant full body view, planet arrakis, the planet mars, distant world, seen from earth, planet mars, close-up imagery, imbalanced mars. rugged, nasa true color 8k image"
"0,126,63.png","the moon is seen in the dark sky, phobos, mars in distance, terraformed mars, viewed from earth, distant full body view, imax close-up of face, seen from earth, barsoom, mars as background, earth seen on the dark sky, isomeric view, distant world, close-up imagery, moody gold planet"
"0,126,72.png","a close up of a moon in the dark sky, venus surface, terraformed mars, viewed from earth, mars in distance, phobos, distant full body view, break of dawn on venus, seen from earth, distant world, earth seen on the dark sky, isomeric view, close-up imagery, imax close-up of face, venus"
"0,126,81.png","a close up of a moon in the dark sky, phobos, venus surface, break of dawn on venus, charon, distant full body view, venus, mars in distance, nasa true color 8k image, close-up imagery, terraformed mars, moody gold planet, southern cross, octave render, yellow ocre tint dominant, viewed from earth"
"0,126,9.png","a close up of a moon in the dark sky, phobos, mars in distance, break of dawn on pluto, taken through a telescope, distant photo, submerged on titan, mars, moody gold planet, planet mars, imbalanced mars. rugged, seen from earth, the planet mars, up close image, astronomical imaging, distant full body view"
"0,126,90.png","a close up of a moon in the dark sky, phobos, mars in distance, break of dawn on venus, terraformed mars, yellow ocre tint dominant, charon, venus surface, treasure planet color scheme, mars, barsoom, isomeric view, planet mars, the planet mars, mars as background, venus, southern cross"
"0,144,-18.png","a small white object in the dark sky, mars in distance, break of dawn on pluto, taken through a telescope, phobos, mars setting, solis sacerdotibus, yellow ocre tint dominant, mars, mars as background, distant photo, planet mars in the background, planet mars, barsoom, imax close-up of face, the planet mars"
