filename,prompt
"0,0,-18.png","a bottle of milk on a black background, full head and shoulders, head and shoulders shot, head and shoulders, 3dexcite, 3d product, head and shoulders photography, head and shoulders in frame, head and shoulders view, official product image, product label, lightwave 3d, marvelous designer substance, product image, product advertisement, packshot, official product photo"
"0,0,-27.png","a close up of a tube of toothpaste on a black background, full head and shoulders, 3dexcite, head and shoulders shot, 3d product, head and shoulders, head and shoulders photography, head and shoulders in frame, lightwave 3d, official product image, marvelous designer substance, head and shoulders view, product image, product label, aperture f12"
"0,0,-36.png","a bottle of milk on a black background, 3dexcite, 3d product, lightwave 3d, full head and shoulders, head and shoulders shot, with 3d render, with 3 d render, 3d studio max, 3 d studio max, ambient occlusion render, hard surface 3 d, head and shoulders in frame, head and shoulders"
"0,0,-45.png","a close up of a tube of toothpaste on a black background, 3d product, 3dexcite, 3dcg, 3 dcg, fog. 3 d, 3 d studio max, 3d studio max, lightwave 3d, digital 3 d, sharp focus 3 d, digital 3d, full head and shoulders, soft volumetric studio lighting"
"0,0,-54.png","a close up of a tube of toothpaste on a black background, 3d product, rendered in corona, 3d blender, clean 3 d render, sharp focus 3 d, smooth surface render, 3 d render 1 5 0 mm lens, ambient occlusion render, head and shoulders shot, ambient reflective occlusion, smooth clean texture, with 3d render"
"0,0,-63.png","a close up of a tube of toothpaste on a black background, rendered in pov - ray, clean 3 d render, 3d blender, 3 d raytraced masterpiece, 3d object, 3 d object, volumetric object, ambient oclusion, toothpaste blast, smooth clean texture, 3d game object, masterpiece. rendered in blender, blender 3 d"
"0,0,-72.png","a close up of a white and blue object on a black background, clean 3 d render, 3 d raytraced masterpiece, masterpiece. rendered in blender, rendered in pov - ray, toothpaste blast, a raytraced image, webgl render, raytraced highlights, 3 d object, 3d blender, 3d object, 3d game object, blender 3d"
"0,0,-81.png","a close up of a white object on a black background, metallic asteroid, phobos, with small object details, ue5 render, moonstone, radiosity rendering, realistic textured magnetosphere, nubulae hubble, moonray render, ssao 8 k, duke 3 d, povray, cycles4d, in-game 3d model"
"0,0,-9.png","a bottle of milk on a black background, full head and shoulders, head and shoulders shot, head and shoulders in frame, head and shoulders, head and shoulders photography, head and shoulders view, 3dexcite, 3d product, head and shoulders portrait, packshot, product label, lightwave 3d, official product image, product image"
"0,0,-90.png","an image of the moon taken from space, radiosity rendering, metallic asteroid, pretty highlights and specular, realistic textured magnetosphere, baked bean skin texture, redshift renderer, octave render, ambient reflective occlusion, clay render, soft image shading, ue5 render, 3dcoat h 648, raytracing : :, specular highlights"
"0,0,0.png","a bottle of milk on a black background, full head and shoulders, head and shoulders shot, head and shoulders in frame, head and shoulders, head and shoulders photography, lightwave 3d, head and shoulders view, 3d product, 3dexcite, \'emulador\', head and shoulders portrait, product label, packshot, photorealistic -20"
"0,0,18.png","a bottle of milk on a black background, full head and shoulders, head and shoulders shot, head and shoulders in frame, head and shoulders, head and shoulders photography, \'emulador\', head and shoulders view, head and shoulders portrait, 3d product, 3dexcite, lightwave 3d, product label, only head and shoulders, 3d studio max"
"0,0,27.png","a bottle of milk on a black background, full head and shoulders, head and shoulders shot, head and shoulders in frame, head and shoulders, 3dexcite, head and shoulders photography, head and shoulders view, head and shoulders portrait, 3d product, head - and - shoulders shot, head-and-shoulders shot, head and shoulders 8 0 mm camera"
"0,0,36.png","a tube of toothpaste on a black background, full head and shoulders, head and shoulders shot, head and shoulders, head and shoulders in frame, 3dexcite, head and shoulders photography, 3d product, lightwave 3d, maxwell render, 3 d studio max, 3d studio max, marvelous designer substance, head and shoulders view, arnold 3 materials"
"0,0,45.png","a tube of toothpaste on a black background, full head and shoulders, head and shoulders shot, head and shoulders, 3d product, 3dexcite, head and shoulders in frame, 3 d studio max, 3d studio max, lightwave 3d, head and shoulders photography, 3d asset, textured 3 d, 3d blender, 3 d object"
"0,0,54.png","a tube of toothpaste on a black background, 3d product, full head and shoulders, textured 3 d, 3d asset, head and shoulders shot, 3d object, 3 d object, 3d game object, 3dexcite, head and shoulders, head and shoulders in frame, seperated game asset, digital 3d, digital 3 d, game asset"
"0,0,63.png","a bottle of toothpaste on a black background, full head and shoulders, 3d product, 3dexcite, head and shoulders shot, head and shoulders in frame, 3d asset, head and shoulders, textured 3 d, 3d game object, 3d object, 3 d object, sharp focus 3 d, seperated game asset, webgl render, game asset"
"0,0,72.png","a bottle of toothpaste on a black background, 3dexcite, 3d product, full head and shoulders, sharp focus 3 d, flash image, ad image, head and shoulders shot, head and shoulders in frame, 3 d image, toothpaste blast, 3dcoat h 648, duke 3 d, head and shoulders, product image, product label"
"0,0,81.png","a blue and white object on a black background, toothpaste blast, high quality topical render, seperated game asset, seamless game texture, baked bean skin texture, full head and shoulders, game asset, head and shoulders, head and shoulders shot, inventory item, videogame asset, 3d asset, low quality 3d model, item art, items, argerm"
"0,0,9.png","a bottle of water on a black background, full head and shoulders, head and shoulders shot, head and shoulders, head and shoulders in frame, head and shoulders photography, head and shoulders view, 3dexcite, head and shoulders portrait, 3d product, product label, \'emulador\', marvelous designer substance, photorealistic-n 9"
"0,0,90.png","a blue object is seen in the dark sky, phobos, nubulae hubble, mars, nasa image, uranus, mars aerial photography, standing on neptune, uhd image, mars vacation photo, metallic asteroid, mars black, nasa images, also known as artemis the selene, 3 d image, false color, image dataset, hera"
"0,108,-18.png","a blue and white toothbrush against a black background, toothpaste blast, videogame asset, wetbrushes, seperated game asset, game asset, 3 d render of jerma 9 8 5, rpg item render, diaper-shaped, inventory item, seamless game texture, baked bean skin texture, smooth clean texture, ultra rendered, legendary item, cloth sim, soft pads"
"0,108,-27.png","a very tall white and blue object on a black background, toothpaste blast, 3 d render of jerma 9 8 5, rpg item render, videogame asset, seamless game texture, seperated game asset, baked bean skin texture, game asset, masterpiece. rendered in blender, ultra rendered, smooth clean texture, low quality 3d model, untextured"
"0,108,-36.png","a blue and white striped tie on a black background, blue v2 rocket in space, diaper-shaped, rpg item render, fluid bag, cloth sim, videogame asset, masterpiece. rendered in blender, toothpaste blast, cloth simulation, 3d game object, in-game 3d model, seamless game texture, moonray render, seperated game asset"
"0,108,-45.png","a close up of a white and blue tie on a black background, cloth sim, diaper-shaped, cloth simulation, videogame asset, toothpaste blast, untextured, seamless game texture, blue v2 rocket in space, 3d game object, textured 3 d, fluid bag, raytraced blade, smooth clean texture, rpg item render, masterpiece. rendered in blender"
"0,108,-54.png","a close up of a white and blue object on a black background, blue v2 rocket in space, cloth sim, cloth simulation, spaceship hull texture, inflatable, diaper-shaped, blimp, zero g, cryogenic pods, fluid bag, floats in space, moonray render, alien space ship flying in space, launch test, sleeping bag, untextured"
"0,108,-63.png","a white object floating in the air on a black background, blue v2 rocket in space, diaper-shaped, spaceship hull texture, cloth sim, moonray render, realistic rendering for stool, cloth simulation, with small object details, floats in space, rendered in corona, realistic textured magnetosphere, untextured, launch test, flowing realistic fabric, rendered in high octane"
"0,108,-72.png","a close up of a white object on a black background, untextured, with small object details, moonray render, spaceship hull texture, blue v2 rocket in space, cloth sim, 3d object, 3 d object, solid object in a void, realistic rendering for stool, rendered in corona, orbiting earth, volumetric object, blender rendering"
