filename,prompt
"0,0,-18.png","a large white bird flying through a dark sky, spherical body, onion, octave render, untextured, baked bean skin texture, levitating agricultural sphere, seperated game asset, 3 d raytraced masterpiece, 3d game object, game asset of plant and tree, spherical lens, heavy grain-s 150, povray"
"0,0,-27.png","a close up of an object in the sky, spherical body, heavy grain-s 150, baked bean skin texture, game asset of plant and tree, game asset, onion, seperated game asset, webgl render, 3d game object, fruitcore, octave render, povray, 3 d raytraced masterpiece, mangosteen"
"0,0,-36.png","a close up of an apple on a black background, heavy grain-s 150, spherical body, onion, fruitcore, inspired by Raphaelle Peale, povray, 3 d raytraced masterpiece, webgl render, baked bean skin texture, game asset, 3d game object, a raytraced image, seperated game asset"
"0,0,-45.png","a close up of an apple on a black background, onion, heavy grain-s 150, baked bean skin texture, spherical body, pomegranate, onion man portrait, povray, fruitcore, elated gaunt onion head, an apple, game asset, 3 d raytraced masterpiece, seperated game asset, one apple and one onion"
"0,0,-54.png","a close up of an apple on a black background, onion, onion man portrait, 3 d raytraced masterpiece, onions, onion man, elated gaunt onion head, one apple and one onion, a raytraced image, head is an onion, rendered in pov - ray, surrounding onions, inspired by Raphaelle Peale, raytraced realistic, ray traced"
"0,0,-63.png","a close up of an object in the sky, 3 d raytraced masterpiece, onion, highly realistic unreal engine, heavy grain-s 150, seamless game texture, rendered in pov - ray, realistic shading photorealism, onion man portrait, high quality 3d realism, inspired by Raphaelle Peale, raymarching, a raytraced image, baked bean skin texture"
"0,0,-72.png","a large white object in the dark sky, onion, 3 d raytraced masterpiece, onion man portrait, elated gaunt onion head, highly realistic unreal engine, hatched ear, dove in an ear canal, spherical body, slimy unreal engine, inspired by Raphaelle Peale, raymarching, fluid sim, inspired by Ma Yuan"
"0,0,-81.png","an image of an object in the dark sky, 3 d raytraced masterpiece, spherical body, fluid sim, condensation droplet render, cataract. subsurface scattering, slimy unreal engine, raymarching, 3 d render 1 5 0 mm lens, sparse floating particles, webgl render, venus squid astronaut, inside glass orb"
"0,0,-9.png","a close up of a fruit on a black background, spherical body, 3 d raytraced masterpiece, ray traced sun light, webgl render, outer wilds screenshot, a raytraced image, povray, game asset of plant and tree, octave render, glsl - shaders, outer wilds, levitating agricultural sphere"
"0,0,-90.png","a close up of an object in the sky, venus squid astronaut, spherical body, 3 d raytraced masterpiece, slimy unreal engine, vray. subsurface scattering, webgl render, octave render, anorld render, membrane pregnancy sac, fluid sim, 3 d render 1 5 0 mm lens, raymarching"
"0,0,0.png","a close up of an apple on a black background, levitating agricultural sphere, floating kelp, 3 d raytraced masterpiece, sparse floating particles, pixiv 3dcg, onion, fluid sim, webgl render, outer wilds screenshot, egg, elated gaunt onion head, octave render, spherical body, povray"
"0,0,18.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, spherical body, ghost sphere, sparse floating particles, levitating agricultural sphere, baked bean skin texture, astronaut lost in liminal space, in-game 3d model, untextured, flesh blob, cloth sim, seperated game asset, egg"
"0,0,27.png","a close up of an apple on a black background, egg, onion, an egg, egg yolk, baked bean skin texture, outer wilds, videogame asset, joe biden in team fortress 2, game asset, in-game 3d model, seperated game asset, low quality 3d model, outer wilds screenshot"
"0,0,36.png","a close up of an onion on a black background, baked bean skin texture, albino skin, fbx, a screenshot of a rusty, food particles, outer wilds, ghost sphere, povray, anorld render, pluto, smoke grenade, sparse floating particles, 3dcoat h 648, white eclipse, burnt sienna, game asset"
"0,0,45.png","a close up of an onion on a black background, mar planet, pluto, planet mars, ocean on planet titan, outer wilds, anorld render, moody gold planet, the planet mars, low global light, planet saturn, large glowing moon, 3 d image, is holding a tiny planet earth, povray, planet uranus, fbx, exoplanet"
"0,0,54.png","a close up of an onion on a black background, mar planet, outer wilds, ocean on planet titan, moody gold planet, planet mars, glsl - shaders, outer wilds screenshot, the planet mars, pluto, planet saturn, webgl render, desolate gloomy planet, is holding a tiny planet earth, deserted planet, orbit of earth, planet surface"
"0,0,63.png","a close up of an apple on a black background, pluto, ocean on planet titan, moody gold planet, mar planet, spherical body, 3 d image, 3d rendered model, modeled in 3 d, venus surface, submerged on titan, anorld render, povray, phobos, outer wilds, cycles4d render, distant full body view"
"0,0,72.png","a close up of an apple on a black background, ocean on planet titan, submerged on titan, pluto, phobos, break of dawn on pluto, ocean on alien planet titan, venus surface, mar planet, outer wilds, moody gold planet, distant full body view, cataract. subsurface scattering, imbalanced mars. rugged"
"0,0,81.png","a close up of an apple on a black background, phobos, break of dawn on pluto, mar planet, pluto, ocean on planet titan, distant full body view, moody gold planet, nubulae hubble, viewed from earth, mars, imbalanced mars. rugged, cycles4d, seen from earth, side view of a gaunt, submerged on titan"
"0,0,9.png","an image of an apple in the dark, spherical body, outer wilds, sparse floating particles, ghost sphere, outer wilds screenshot, levitating agricultural sphere, fbx, floating kelp, venus squid astronaut, sublime subsurface scattering, seperated game asset, egg, untextured, fluid sim, 3 d raytraced masterpiece"
"0,0,90.png","a close up of a fruit on a black background, mar planet, moody gold planet, viewed from earth, seen from earth, nubulae hubble, earth in foreground, break of dawn on pluto, earth visible below, ocean on planet titan, earth seen on the dark sky, distant full body view, pluto, 3 d image, nasa image, phobos"
"0,108,-18.png","a close up of an onion on a black background, outer wilds, outer wilds screenshot, onion, one apple and one onion, elated gaunt onion head, equirectangular projection, povray, break of dawn on pluto, ray traced sun light, pluto, webgl render, orbiting a gas giant planet, ocean on planet titan, anorld render"
"0,108,-27.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, onion, one apple and one onion, povray, gary oldman as a pear, webgl render, 4 k hd wallpapear, planet saturn, anorld render, elated gaunt onion head, orbital, equirectangular projection, inspired by Ma Yuan"
"0,108,-36.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, octave render, inspired by Ma Yuan, povray, gary oldman as a pear, webgl render, daz occlusion, mat collishaw, inspired by Vija Celmins, fbx, cloth sim, ray traced sun light"
"0,108,-45.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, octave render, inspired by Vija Celmins, inspired by Ma Yuan, barsoom, venus squid astronaut, cycles4d, webgl render, cycles4d render, deserted planet, inspired by Chesley Bonestell, inspired by Francisco Goya"
"0,108,-54.png","a close up of an apple on a black background, gary oldman as a pear, inspired by Ma Yuan, 4 k hd wallpapear, inspired by Vija Celmins, inspired by Jean-Baptiste-Siméon Chardin, outer wilds screenshot, octave render, inspired by Zhang Xiaogang, outer wilds, 3 d raytraced masterpiece"
"0,108,-63.png","a close up of an apple in the dark, gary oldman as a pear, 3 d raytraced masterpiece, inspired by Vija Celmins, onion, inspired by Zhang Xiaogang, inspired by Jean-Baptiste-Siméon Chardin, outer wilds screenshot, inspired by Ma Yuan, 4 k hd wallpapear, sprouting"
"0,108,-72.png","a close up of an object in the sky, 3 d raytraced masterpiece, gary oldman as a pear, fluid sim, vray. subsurface scattering, inspired by Vija Celmins, masterpiece. rendered in blender, blender rendering, highly realistic unreal engine, onion, slimy unreal engine, venus squid astronaut, a raytraced image, octave render"
"0,108,-81.png","a close up of an apple on a black background, venus squid astronaut, hatched ear, inside glass orb, dark blue spheres fly around, fluid sim, gestation inside a watermelon, membrane pregnancy sac, film render, spherical body, unpublished photo of ufo, cataract. subsurface scattering, inspired by Otto Piene, inspired by Ma Yuan"
"0,108,-9.png","a close up of an onion on a black background, outer wilds, break of dawn on pluto, onion, povray, outer wilds screenshot, ray traced sun light, pluto, orbiting a gas giant planet, equirectangular projection, glsl - shaders, orbiting a gas giant, webgl render, rendered in nvidia's omniverse"
"0,108,-90.png","a close up of an apple on a black background, translucent grapes closeup, inside glass orb, translucent grapes, dark blue spheres fly around, venus squid astronaut, hatched ear, grape, spherical body, inspired by Ma Yuan, cataract. subsurface scattering, unpublished photo of ufo, elated gaunt onion head, translucent sphere, an alien fruit"
"0,108,0.png","a close up of an onion on a black background, outer wilds, break of dawn on pluto, outer wilds screenshot, povray, ray traced sun light, pluto, planet saturn, break of dawn on venus, moody gold planet, mars in distance, glsl - shaders, planet mars, barren earth, orbiting a gas giant planet, onion"
"0,108,18.png","a close up of a onion on a black background, onion, onions, elated gaunt onion head, onion man portrait, outer wilds screenshot, surrounding onions, proud onion hybrid thanos, onion man, outer wilds, head is an onion, one apple and one onion, low quality 3d model, videogame asset, seamless game texture, garlic on background"
"0,108,27.png","a close up of a bird on a black background, onion, elated gaunt onion head, onions, surrounding onions, onion man portrait, proud onion hybrid thanos, onion man, garlic on background, one apple and one onion, head is an onion, videogame asset, outer wilds, outer wilds screenshot, baked bean skin texture, seamless game texture"
"0,108,36.png","a close up of a onion on a black background, onion, onion man portrait, proud onion hybrid thanos, elated gaunt onion head, surrounding onions, onion man, onions, garlic on background, head is an onion, videogame asset, one apple and one onion, outer wilds screenshot, seamless game texture, game asset, dota 2 screenshot"
"0,108,45.png","a close up of a onion on a black background, onion, elated gaunt onion head, onion man portrait, surrounding onions, garlic on background, proud onion hybrid thanos, onion man, outer wilds screenshot, onions, outer wilds, one apple and one onion, head is an onion, videogame asset, cerebellar peduncle, orbital"
"0,108,54.png","a bird sitting on a branch in the dark, onion, elated gaunt onion head, onion man portrait, garlic on background, surrounding onions, onion man, onions, outer wilds screenshot, proud onion hybrid thanos, outer wilds, one apple and one onion, head is an onion, videogame asset, a raytraced image, ray traced sun light"
"0,108,63.png","a close up of a flower on a black background, onion, outer wilds, outer wilds screenshot, elated gaunt onion head, onion man portrait, onion man, proud onion hybrid thanos, surrounding onions, garlic on background, onions, one apple and one onion, planet saturn, orbital, orbiting a gas giant, saturn, orbiting a gas giant planet"
"0,108,72.png","a small white object in the dark sky, outer wilds, pluto, break of dawn on pluto, phobos, outer wilds screenshot, moody gold planet, seen from earth, distant lens, 3 d image, ghost giant above the horizon, uranus, nasa image, ocean on planet titan, spherical body, nubulae hubble, orange gas giant"
"0,108,81.png","a small white object in the dark sky, outer wilds, outer wilds screenshot, break of dawn on pluto, pluto, distant lens, 3 d image, earth seen on the dark sky, uranus, seen from earth, moody gold planet, crunch time on uranus, phobos, cycles4d, equirectangular projection, spherical body"
"0,108,9.png","a close up of an onion on a black background, onion, outer wilds screenshot, outer wilds, surrounding onions, ray traced sun light, onions, one apple and one onion, proud onion hybrid thanos, elated gaunt onion head, a raytraced image, onion man, onion man portrait, 3 d raytraced masterpiece, garlic on background, videogame asset"
"0,108,90.png","an image of a bird flying in the night sky, outer wilds, outer wilds screenshot, equirectangular projection, break of dawn on pluto, earth seen on the dark sky, spherical body, spherical lens, earth visible below, pluto, glsl - shaders, moody gold planet, 3 d image, is holding a tiny planet earth"
"0,126,-18.png","a close up of an onion on a black background, onion, ray traced sun light, outer wilds screenshot, surrounding onions, elated gaunt onion head, a raytraced image, outer wilds, one apple and one onion, garlic on background, onion man portrait, onion man, 3 d raytraced masterpiece, global illumination. vfx, onions"
"0,126,-27.png","a close up of an onion on a black background, onion, ray traced sun light, 3 d raytraced masterpiece, webgl render, a raytraced image, rendered in nvidia's omniverse, garlic on background, vray tracing, rendered with renderman, an ambient occlusion render, rendered in renderman, raytraced realistic, octane renderer”"
"0,126,-36.png","an apple is shown against a black background, onion, octave render, webgl render, 3 d raytraced masterpiece, povray, rendered in pov - ray, vray renderer, masterpiece. rendered in blender, octane renderer”, gary oldman as a pear, vray tracing, ray traced sun light, v-ray engine"
"0,126,-45.png","an apple with a bite taken out of it, onion, garlic on background, elated gaunt onion head, heavy grain-s 150, webgl render, 3 d raytraced masterpiece, a raytraced image, 3d game object, tooth wu : : quixel megascans, in unreal engine, gaint black moon, onion man portrait"
"0,126,-54.png","a close up of an apple on a black background, onion, elated gaunt onion head, garlic on background, heavy grain-s 150, onion man portrait, 3 d raytraced masterpiece, gary oldman as a pear, onion man, proud onion hybrid thanos, onions, inspired by Raphaelle Peale, 4 k hd wallpapear"
"0,126,-63.png","an image of an object in the dark sky, onion, 3 d raytraced masterpiece, gary oldman as a pear, elated gaunt onion head, highly realistic unreal engine, onion man portrait, octave render, baked bean skin texture, venus squid astronaut, inspired by Vija Celmins, heavy grain-s 150, a raytraced image"
"0,126,-72.png","a close up of an apple on a black background, onion, onion man portrait, elated gaunt onion head, highly realistic unreal engine, 3 d raytraced masterpiece, onion man, seamless game texture, raytraced realistic, onions, inspired by Zhang Xiaogang, in unreal engine, qliphoth, gary oldman as a pear, a raytraced image"
"0,126,-81.png","a large white object in the dark sky, translucent grapes closeup, fruitcore, gary oldman as a pear, 4 k hd wallpapear, grape, inspired by Vija Celmins, sprouting, translucent grapes, filmgrain, inspired by Zhang Xiaogang, inspired by Raphaelle Peale, inspired by Jean-Baptiste-Siméon Chardin, film render"
"0,126,-9.png","a close up of an onion on a black background, outer wilds, outer wilds screenshot, onion, ray traced sun light, one apple and one onion, planet saturn, elated gaunt onion head, glsl - shaders, orbiting a gas giant planet, orbiting a gas giant, surrounding onions, a raytraced image"
"0,126,-90.png","an object is seen in the dark sky, grain gelios lens, onion, gary oldman as a pear, sprouting, fruitcore, filmgrain, translucent grapes closeup, cerebellar peduncle, pomegranate, inspired by Balthasar van der Ast, elated gaunt onion head, 4 k hd wallpapear, onion man portrait"
"0,126,0.png","a close up of a onion on a black background, outer wilds screenshot, outer wilds, onion, ray traced sun light, one apple and one onion, a raytraced image, surrounding onions, global illumination. vfx, garlic on background, glsl - shaders, rendered in nvidia's omniverse, 3 d raytraced masterpiece"
"0,126,18.png","a close up of a onion on a black background, onion, outer wilds screenshot, outer wilds, onion man portrait, elated gaunt onion head, onion man, surrounding onions, onions, one apple and one onion, proud onion hybrid thanos, levitating agricultural sphere, webgl render, head is an onion, orbital, videogame asset"
"0,126,27.png","a close up of a onion on a black background, onion, baked bean skin texture, elated gaunt onion head, outer wilds screenshot, outer wilds, onion man portrait, octrane render, levitating agricultural sphere, one apple and one onion, onion man, surrounding onions, garlic on background, onions, orbital, popcorn as morpheus, spherical body"
"0,126,36.png","a close up of an onion on a black background, onion, outer wilds, outer wilds screenshot, baked bean skin texture, pluto, planet saturn, elated gaunt onion head, popcorn as morpheus, orbital, saturn, garlic on background, heavy grain-s 150, surrounding onions, detailed photo of virtual world, phobos"
"0,126,45.png","a close up of an onion on a black background, break of dawn on pluto, spring on saturn, phobos, pluto, orbiting a gas giant planet, planet saturn, saturn, orbiting a gas giant, mars as background, outer wilds, over looking saturn, planet mars, mars aerial photography, mars, visiting saturn, break of dawn on venus"
"0,126,54.png","a close up of a onion on a black background, break of dawn on pluto, pluto, planet saturn, spring on saturn, mar planet, eclipse of aurora on mars, mars as background, break of dawn on venus, orbiting a gas giant planet, phobos, orbiting a gas giant, saturn, moody gold planet, planet mars, mars in distance"
"0,126,63.png","an image of an object in the dark sky, break of dawn on pluto, mar planet, pluto, moody gold planet, seen from earth, eclipse of aurora on mars, mars in distance, mars as background, ocean on planet titan, viewed from earth, break of dawn on venus, earth seen on the dark sky, the planet mars, mars, terraformed mars"
"0,126,72.png","a small white object in the dark sky, mar planet, eclipse of aurora on mars, break of dawn on pluto, mars in distance, the planet mars, break of dawn on venus, pluto, planet mars, mars, mars setting, outer wilds, terraformed mars, mars as background, moody gold planet, seen from earth, mars aerial photography, venus surface"
