filename,prompt
"0,0,-18.png","a close up of a tennis ball on a black background, tennis ball, povray, cycles4d, radiosity rendering, fractal flame. highly_detailded, rendered in corona, slim shady tennis ball monster, duke 3 d, 3 d image, clay render, 3d rendered model, modeled in 3 d, ssao 8 k, anorld render"
"0,0,-27.png","a close up of a green apple on a black background, tennis ball, cycles4d, 4 k hd wallpapear, fractal flame. highly_detailded, cycles4d render, rendered in nvidia's omniverse, povray, break of dawn on venus, radiosity rendering, sparse dark atmosphere, unsaturated and dark atmosphere, venus"
"0,0,-36.png","a close up of a green apple on a black background, fractal flame. highly_detailded, tennis ball, cycles4d, ssao 8 k, fractal flame, radiosity rendering, povray, 4 k hd wallpapear, cycles4d render, mandelbulber3d, rendered in nvidia's omniverse, rendered in corona"
"0,0,-45.png","a close up of a green apple on a black background, fractal flame. highly_detailded, ssao 8 k, cycles4d, 4 k hd wallpapear, tennis ball, indigo renderer, rendered in nvidia's omniverse, radiosity rendering, anorld render, a raytraced image, cycles4d render, equirectangular projection"
"0,0,-54.png","a close up of a green apple on a black background, spaceengine, fractal flame. highly_detailded, indigo renderer, radiosity rendering, anorld render, green: 0.25, rendered in nvidia's omniverse, unsaturated and dark atmosphere, cycles4d, green: 0.5, bw 3 d render, cycles4d render"
"0,0,-63.png","a close up of a green apple on a black background, spaceengine, inspired by Ma Yuan, glsl - shaders, pretty highlights and specular, rendered in nvidia's omniverse, radiosity rendering, sublime subsurface scattering, realistic textured magnetosphere, webgl render, indigo renderer, ssao 8 k, uv map"
"0,0,-72.png","a green apple sitting on top of a black surface, spaceengine, glsl - shaders, outer wilds, inspired by Ma Yuan, radiosity rendering, fractal flame. highly_detailded, outer wilds screenshot, indigo renderer, unsaturated and dark atmosphere, liminal space photography, sublime subsurface scattering, pale green glow"
"0,0,-81.png","a green apple sitting on top of a black surface, glsl - shaders, spaceengine, radiosity rendering, inspired by Ma Yuan, outer wilds, liminal space photography, green bioluminescent chrometype, fractal flame. highly_detailded, pale green glow, realistic textured magnetosphere, outer wilds screenshot, indigo renderer"
"0,0,-9.png","a close up of a green apple on a black background, 4 k hd wallpapear, anorld render, pear, tennis ball, povray, a raytraced image, 3 d raytraced masterpiece, radiosity rendering, gary oldman as a pear, cycles4d, rendered in nvidia's omniverse, apophis, an apple, here is one olive"
"0,0,-90.png","a close up of a green object in the dark, glsl - shaders, spaceengine, radiosity rendering, outer wilds, pale green glow, inspired by Ma Yuan, green bioluminescent chrometype, very dark with green lights, dark green tint, outer wilds screenshot, dark green, fractal flame. highly_detailded, glossy sphere"
"0,0,0.png","a close up of a green apple on a black background, 4 k hd wallpapear, anorld render, pear, lemon wearing sunglasses, here is one olive, tennis ball, povray, fruitcore, radiosity rendering, spherical body, emma watson as an avocado, 3 d raytraced masterpiece, gary oldman as a pear, inspired by Ma Yuan"
"0,0,18.png","a green apple sitting on top of a black table, a raytraced image, still life of an apple, an apple, 3 d raytraced masterpiece, webgl render, raytraced realistic, rendered in corona, raytraced highlights, raytraced render, apple, blender rendering, raytraced, povray, rendered image, petite pear slim figure, an apple doing crossfit"
"0,0,27.png","a green apple sitting on top of a black table, a raytraced image, an apple, webgl render, 3 d raytraced masterpiece, still life of an apple, rendered in corona, blender rendering, raytraced realistic, 3d game object, raytraced render, raytracing : :, photorealistic-n 9, apple, rendered image, rendered with blender"
"0,0,36.png","a close up of a green apple on a black background, still life of an apple, a raytraced image, an apple, 3 d raytraced masterpiece, webgl render, raytraced realistic, apple, 3d game object, rendered in corona, blender rendering, ray traced lighting, raytracing : :, an apple doing crossfit, raytraced render"
"0,0,45.png","a green apple sitting on top of a black table, a raytraced image, 3 d raytraced masterpiece, still life of an apple, webgl render, raytraced realistic, ray traced lighting, an apple, raytracing : :, raytraced render, blender rendering, rendered in corona, cinema 4d ray traced, 3d game object"
"0,0,54.png","a green apple sitting on top of a black table, a raytraced image, webgl render, 3 d raytraced masterpiece, still life of an apple, raytraced realistic, blender rendering, raytraced render, an apple, 3 d render 1 5 0 mm lens, ray traced lighting, apple logo, raytracing : :, cinema 4d ray traced"
"0,0,63.png","a green apple sitting on top of a black table, a raytraced image, webgl render, an apple, still life of an apple, apple logo, blender rendering, raytraced realistic, 3 d raytraced masterpiece, raytraced render, 3 d render 1 5 0 mm lens, apple, an apple doing crossfit, rendered in nvidia's omniverse, rendered image"
