filename,prompt
"0,0,-18.png","a tube of toothpaste on a black background, toothpaste blast, avec des dents pointues, enamel, high quality topical render, povray, game asset, seperated game asset, league of legends inventory item, inventory item, 3d product, toothpaste refinery, featured on z brush, videogame asset, advertisment, frostbite 3 rendered"
"0,0,-27.png","a tube of toothpaste on a black background, toothpaste blast, enamel, toothpaste refinery, high quality topical render, seperated game asset, povray, game asset, avec des dents pointues, videogame asset, 3d product, league of legends inventory item, frostbite 3 rendered, featured on z brush, inventory item, seamless game texture, miniature product photo"
"0,0,-36.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, 3d product, miniature product photo, enamel, high quality topical render, seperated game asset, featured on z brush, avec des dents pointues, 3d occlusion, 3 d occlusion, seamless game texture, game asset, povray, gaussian blur"
"0,0,-45.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, enamel, seperated game asset, 3d product, povray, high quality topical render, miniature product photo, featured on z brush, avec des dents pointues, rpg item render, emissive material, game asset, seamless game texture, 3dexcite"
"0,0,-54.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, enamel, featured on z brush, high quality topical render, miniature product photo, 3d product, seamless game texture, povray, seperated game asset, videogame asset, advertisment, game asset, avec des dents pointues, 35mm 8k product photo"
"0,0,-63.png","a tube of toothpaste on a black background, toothpaste blast, featured on z brush, 3dexcite, high quality topical render, povray, miniature product photo, 35mm 8k product photo, toothpaste refinery, seamless game texture, enamel, 3d product, high resolution product photo, rpg item render, seperated game asset, videogame asset, product image"
"0,0,-72.png","a tube of toothpaste on a black background, 3dexcite, seperated game asset, povray, toothpaste blast, game asset, rpg item render, quixel, 3dcoat h 648, serrated point, soft white rubber, high quality topical render, rpg game item, zinc white, inventory item, nootropic stimulant"
"0,0,-81.png","a toothbrush sitting on top of a black surface, serrated point, seperated game asset, rpg item render, scratched vial, game asset, povray, syringe, toothpaste blast, cinema 4 d sharp focus, in-game 3d model, raytraced blade, paint knife, octave render, rendered in 3 dsmax, untextured"
"0,0,-9.png","a tube of toothpaste on a black background, toothpaste blast, featured on z brush, game asset, avec des dents pointues, high quality topical render, videogame asset, seperated game asset, 3d product, inventory item, league of legends inventory item, povray, enamel, product image, toothpaste refinery, seamless game texture, cavities, video game asset"
"0,0,-90.png","a toothbrush in the dark on a black background, feather pen, rpg item render, serrated point, seperated game asset, game asset, scratched vial, 3dcoat h 648, syringe, sheath, holding knife, holding dagger, in-game 3d model, povray, stylized liquid smoke twisting, ocatne render"
"0,0,0.png","a tube of toothpaste on a black background, toothpaste blast, game asset, seperated game asset, high quality topical render, featured on z brush, league of legends inventory item, videogame asset, inventory item, avec des dents pointues, toothpaste refinery, in-game 3d model, 3d product, povray, advertisment, video game asset"
"0,0,18.png","a tube of toothpaste on a black background, toothpaste blast, league of legends inventory item, game asset, seperated game asset, inventory item, frostbite 3 rendered, videogame asset, advertisment, item art, toothpaste refinery, video game asset, povray, avec des dents pointues, high quality topical render, trident metal crown, enamel"
"0,0,27.png","a tube of toothpaste on a black background, toothpaste blast, league of legends inventory item, seperated game asset, game asset, frostbite 3 rendered, videogame asset, item art, inventory item, seamless game texture, enamel, avec des dents pointues, povray, 3d product, in-game 3d model, video game asset, advertisment"
"0,0,36.png","a tube of toothpaste on a black background, toothpaste blast, league of legends inventory item, game asset, seamless game texture, seperated game asset, inventory item, videogame asset, featured on z brush, advertisment, toothpaste refinery, video game asset, avec des dents pointues, miniature product photo, 3d product, enamel, detailed product image, product image"
"0,0,45.png","a tube of toothpaste on a black background, toothpaste blast, seperated game asset, game asset, seamless game texture, league of legends inventory item, videogame asset, toothpaste refinery, inventory item, video game asset, rpg item render, enamel, rpg game item, miniature product photo, rpg game inventory item, item art, featured on z brush, video game asset file"
"0,0,54.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, seamless game texture, game asset, seperated game asset, videogame asset, league of legends inventory item, inventory item, povray, video game asset, miniature product photo, rpg game item, enamel, product image, open synthetic maw, 3d product, cavities, rpg item render"
"0,0,63.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, featured on z brush, inventory item, seperated game asset, product image, game asset, 3dexcite, seamless game texture, league of legends inventory item, high resolution product photo, 3d product, rpg game item, avec des dents pointues, gum tissue, povray"
"0,0,72.png","a tube of toothpaste on a black background, toothpaste blast, 3dexcite, z-brush, featured on z brush, high resolution product photo, product image, gum tissue, toothpaste refinery, cybernetic implant h 768, inventory item, 3d product, medical supplies, avec des dents pointues, trident, mawshot, open synthetic maw"
"0,0,81.png","a toothbrush with a toothpaste in it on a black background, cybernetic implant h 768, serrated point, 3dexcite, glossy metallic human spine, cybernetic implant, sheath, sharp focus 3 d, white human spine, cable wire implants, occlusion pass, blue ballpoint pen, speculum, medical supplies, game asset"
"0,0,9.png","a tube of toothpaste on a black background, toothpaste blast, game asset, seperated game asset, league of legends inventory item, featured on z brush, videogame asset, inventory item, toothpaste refinery, avec des dents pointues, enamel, high quality topical render, video game asset, seamless game texture, cavities, in-game 3d model"
"0,0,90.png","a close up of a toothbrush against a black background, 3dexcite, povray, serrated point, tooth, smilodon, human jaw, speculum, apparent tooth, game asset, seperated game asset, sharp focus 3 d, cinema 4 d sharp focus, larynx, inner ear, rpg item render"
"0,108,-18.png","a white object floating in the air on a black background, rpg item render, toothpaste blast, 3dexcite, high quality topical render, game asset, seperated game asset, untextured, videogame asset, scratched vial, in-game 3d model, 3d rendered model, seamless game texture, syringe, toothpaste refinery, 3d product"
"0,108,-27.png","a white object is flying through the dark sky, rpg item render, 3dexcite, smooth surface render, high sample render, 3d rendered model, syringe, scratched vial, high quality topical render, untextured, rendered in 3 dsmax, cinema 4 d sharp focus, clean 3 d render, toothpaste blast, well rendered.:1"
