filename,prompt
"0,0,-18.png","a close up of an apple on a black background, orange subsurface scattering, glsl - shaders, cataract. subsurface scattering, a raytraced image, lunar eclipse, radiosity rendering, cycles4d render, cycles 3 d render, an eclipse, sepia sun, inspired by Ma Yuan, cycles4d, global illumination hdri"
"0,0,-27.png","a close up of an apple on a black background, glsl - shaders, lunar eclipse, red lunar eclipse, orange subsurface scattering, total lunar eclipse, during lunar eclipse, phobos, an eclipse, eclipse, cycles4d render, cataract. subsurface scattering, cycles 3 d render, cgi render, radiosity rendering"
"0,0,-36.png","a close up of an apple on a black background, glsl - shaders, phobos, red lunar eclipse, lunar eclipse, total lunar eclipse, during lunar eclipse, corona rendered, cgi render, rendered in corona, barsoom, rendred in redshift, an eclipse, lush and colorful eclipse, rendered in nvidia's omniverse, radiosity rendering"
"0,0,-45.png","a close up of an apple on a black background, glsl - shaders, barsoom, lunar eclipse, phobos, red lunar eclipse, corona rendered, render corona, rendered in nvidia's omniverse, webgl render, total lunar eclipse, rendered in corona, cgi render, an eclipse, rendred in redshift, radiosity rendering, rendered image"
"0,0,-54.png","a close up of an apple on a black background, glsl - shaders, phobos, radiosity rendering, povray, barsoom, cataract. subsurface scattering, rendered in nvidia's omniverse, glossy sphere, octsne render, rendred in redshift, webgl render, rendered in corona, octave render"
"0,0,-63.png","a close up of an apple on a black background, glsl - shaders, cataract. subsurface scattering, phobos, red lunar eclipse, barsoom, during lunar eclipse, inspired by Ma Yuan, mars in distance, radiosity rendering, rendered in nvidia's omniverse, orange subsurface scattering, total lunar eclipse"
"0,0,-72.png","a close up of an apple on a black background, phobos, glsl - shaders, mars in distance, barsoom, eclipse of aurora on mars, mars, imbalanced mars. rugged, cataract. subsurface scattering, inspired by Ma Yuan, mars setting, planet mars, rendered in nvidia's omniverse, radiosity rendering"
"0,0,-81.png","a red and yellow object in the dark sky, phobos, mars in distance, eclipse of aurora on mars, glsl - shaders, mars, imbalanced mars. rugged, rendered in nvidia's omniverse, mars aerial photography, total lunar eclipse, barsoom, terraformed mars, orb, outer wilds, planet mars, rendred in redshift"
"0,0,-9.png","a close up of an apple on a black background, orange subsurface scattering, glsl - shaders, a raytraced image, cataract. subsurface scattering, radiosity rendering, peach, ray traced sun light, raytraced highlights, an eclipse, surface scattering, inspired by Ma Yuan, cycles 3 d render, cycles4d render"
"0,0,-90.png","a red apple sitting on top of a black surface, phobos, orbiting earth, mars aerial photography, realistic photo from nasa, nasa true color photograph, outer wilds, seen from earth, mars in distance, mars, taken from orbit, glsl - shaders, barsoom, rendered in nvidia's omniverse, nasa image, footage from space camera"
"0,0,0.png","a close up of an apple on a black background, peach, orange subsurface scattering, peaches, a human-like juicy peach, cataract. subsurface scattering, apple orange, a raytraced image, an eclipse, radiosity rendering, inspired by Vija Celmins, inspired by Ma Yuan, an apple, still life of an apple, surface scattering"
"0,0,18.png","a close up of an apple on a black background, orange subsurface scattering, a raytraced image, raytraced highlights, peach, apple orange, a human-like juicy peach, still life of an apple, webgl render, surface scattering, 3 d raytraced masterpiece, radiosity rendering, glsl - shaders, sub - surface scattering"
"0,0,27.png","a close up of an apple on a black background, a human-like juicy peach, orange subsurface scattering, apple orange, still life of an apple, peach, an apple, a raytraced image, raytraced highlights, surface scattering, sub - surface scattering, raytraced realistic, 3 d raytraced masterpiece, webgl render, an apple doing crossfit"
"0,0,36.png","a close up of an apple on a black background, orange subsurface scattering, peach, apple orange, a human-like juicy peach, an apple, a raytraced image, still life of an apple, 3 d raytraced masterpiece, surface scattering, sub - surface scattering, golden apple, raytraced realistic, strong subsurface scattering"
"0,0,45.png","a close up of an apple on a black background, still life of an apple, orange subsurface scattering, apple orange, an apple, a raytraced image, 3 d raytraced masterpiece, peach, raytraced realistic, surface scattering, golden apple, raytraced highlights, sub - surface scattering, a human-like juicy peach, photorealistic music album cover"
"0,0,54.png","a close up of an apple on a black background, orange subsurface scattering, apple orange, still life of an apple, an apple, a human-like juicy peach, peach, photorealistic music album cover, a raytraced image, golden apple, surface scattering, 3 d raytraced masterpiece, inspired by Rene Magritte, sub - surface scattering"
"0,0,63.png","a close up of an apple on a black background, an apple, still life of an apple, photorealistic music album cover, golden apple, apple orange, a raytraced image, the apple and the moon, inspired by Rene Magritte, a human-like juicy peach, 3 d raytraced masterpiece, outer wilds screenshot, inspired by David Inshaw"
"0,0,72.png","a close up of an apple on a black background, cataract. subsurface scattering, still of rainbow ophanim, an apple, still life of an apple, a raytraced image, inspired by Rene Magritte, photorealistic music album cover, golden apple, raytraced realistic, inspired by Vija Celmins, in style of rene magritte"
"0,0,81.png","a close up of an apple on a black background, a raytraced image, an apple, raytraced highlights, 3 d raytraced masterpiece, still life of an apple, inspired by Vija Celmins, surface scattering, applepencil, sub - surface scattering, golden apple, cataract. subsurface scattering, raytraced realistic"
"0,0,9.png","a close up of an apple on a black background, peach, a human-like juicy peach, peaches, orange subsurface scattering, glowing peach face, glsl - shaders, a raytraced image, apple orange, radiosity rendering, in shades of peach, raytraced highlights, peach embellishment, surface scattering, sub - surface scattering"
"0,0,90.png","a close up of an apple in the dark, a raytraced image, cataract. subsurface scattering, raytraced highlights, raytraced, 3 d raytraced masterpiece, an apple, raymarching, blue moon ray tracing, ray traced sun light, glsl - shaders, chromatic 3d geometry, an open eye in its center, 3 d image"
"0,108,-18.png","a close up of an apple on a black background, phobos, imbalanced mars. rugged, inspired by Ma Yuan, mars, on the orange surface of mars, apophis, outer wilds, moonstone, break of dawn on pluto, the planet mars, floating planets and moons, planet mars, mars in distance, mars as background"
"0,108,-27.png","a close up of an apple on a black background, mars in distance, mars as background, barsoom, outer wilds, imbalanced mars. rugged, the planet mars, mars, planet mars, outer wilds screenshot, phobos, inspired by Ma Yuan, on the orange surface of mars, terraformed mars, planet mars in the background, mars setting"
"0,108,-36.png","a close up of an apple on a black background, mars in distance, mars, mars as background, barsoom, the planet mars, imbalanced mars. rugged, terraformed mars, mars setting, planet mars, phobos, mars black, submerged on titan, planet mars in the background, on the orange surface of mars, outer wilds, mar planet"
"0,108,-45.png","a yellow apple sitting on top of a black surface, barsoom, mars in distance, outer wilds, outer wilds screenshot, mars as background, mars, terraformed mars, red shift render, the planet mars, planet mars, planet mars in the background, mar planet, mars setting, rendered in nvidia's omniverse, mars one mission"
"0,108,-54.png","a close up of an apple on a black background, mars in distance, barsoom, mars, mars as background, planet mars in the background, the planet mars, planet mars, mars setting, mar planet, mars one mission, rendered in nvidia's omniverse, terraformed mars, rendred in redshift, outer wilds, mars mission, redshift render"
"0,108,-63.png","a close up of an apple on a black background, barsoom, mars in distance, outer wilds, mars, mars as background, phobos, terraformed mars, outer wilds screenshot, mars setting, planet mars, planet mars in the background, rendered in nvidia's omniverse, the planet mars, mar planet, imbalanced mars. rugged"
"0,108,-72.png","a close up of an apple on a black background, mars in distance, barsoom, outer wilds, submerged on titan, abandoned on mars, mars, rendered in nvidia's omniverse, terraformed mars, outer wilds screenshot, mars as background, planet mars, orange subsurface scattering, mars one mission, inspired by Chesley Bonestell"
"0,108,-81.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, orange subsurface scattering, mars in distance, barsoom, inspired by Chesley Bonestell, abandoned on mars, mars, large glowing moon, nuclear blast moon eclipse, huge red moon, n64 graphics, n 6 4 graphics, planet mars"
"0,108,-9.png","a close up of an apple on a black background, phobos, apophis, moonstone, floating planets and moons, cataract. subsurface scattering, povray, yellowish full moon, inspired by Ma Yuan, halfmoon in space, radiosity rendering, moody gold planet, anorld render, epic 3 d oshun, lump of native gold"
"0,108,-90.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, nuclear blast moon eclipse, total lunar eclipse, glsl - shaders, inspired by Chesley Bonestell, footage from space camera, spaceengine, huge red moon, n 6 4 graphics, surreal nuclear eclipse blast, large glowing moon, n64 graphics"
"0,108,0.png","a close up of an apple on a black background, apophis, moonstone, lump of native gold, phobos, with a bright yellow aureola, yellowish full moon, halfmoon in space, povray, cataract. subsurface scattering, inspired by Ma Yuan, mars, egg yolk, outer wilds, mar planet"
"0,108,18.png","a close up of an apple on a black background, golden apple, an apple, petite pear slim figure, 4 k hd wallpapear, cerebellar peduncle, fruitcore, still life of an apple, an apple doing crossfit, apple skull, pear, a raytraced image, with lemon skin texture, povray, apple, yellow apples"
"0,108,27.png","a close up of an apple on a black background, golden apple, a raytraced image, an apple, still life of an apple, 3 d raytraced masterpiece, sub - surface scattering, 4 k hd wallpapear, sublime subsurface scattering, surface scattering, rendered in corona, webgl render, strong subsurface scattering"
"0,108,36.png","a close up of an apple on a black background, a raytraced image, golden apple, 3 d raytraced masterpiece, webgl render, rendered in corona, an apple, still life of an apple, raytraced highlights, povray, rendered in nvidia's omniverse, raytraced, sublime subsurface scattering, ray traced sun light"
"0,108,45.png","a close up of an apple on a black background, a raytraced image, golden apple, 3 d raytraced masterpiece, an apple, webgl render, still life of an apple, rendered in corona, raytraced render, raytraced highlights, povray, inspired by Vija Celmins, raytraced realistic, rendered image, rendered in nvidia's omniverse"
"0,108,54.png","a close up of an apple in the dark, 3 d raytraced masterpiece, a raytraced image, an apple, webgl render, golden apple, raytraced render, rendered in corona, 4 k hd wallpapear, still life of an apple, a human-like juicy peach, raytraced realistic, rendered with blender, rendered in nvidia's omniverse"
"0,108,63.png","a close up of an apple in the dark, 3 d raytraced masterpiece, 4 k hd wallpapear, a human-like juicy peach, peaches, peach, a raytraced image, an apple, rendered in corona, intense subsurface scattering, rendered in blender, masterpiece. rendered in blender, sublime subsurface scattering, rendered with blender"
"0,108,72.png","a close up of an apple in the dark, 3 d raytraced masterpiece, a raytraced image, rendered in corona, rendered in blender, masterpiece. rendered in blender, peaches, a human-like juicy peach, rendered with blender, rendered image, peach, raytraced render, raytraced realistic, raytraced highlights, made in blender, physically - based render"
"0,108,81.png","a close up of an apple in the dark, 3 d raytraced masterpiece, peach, peaches, a human-like juicy peach, a raytraced image, masterpiece. rendered in blender, rendered in blender, intense subsurface scattering, 3 d rendered, 3d rendered, rendered with blender, rendered image, rendered in corona, sublime subsurface scattering"
"0,108,9.png","a close up of an apple on a black background, outer wilds, cerebellar peduncle, golden apple, 4 k hd wallpapear, lump of native gold, unrefined sparkling gold nugget, outer wilds screenshot, kidney, an alien fruit, fruitcore, inspired by Ma Yuan, a raytraced image, unrefined gold nugget, an apple"
"0,108,90.png","a close up of an apple in the dark, 3 d raytraced masterpiece, a raytraced image, intense subsurface scattering, raytraced realistic, strong subsurface scattering, raytraced highlights, surface scattering, rendered in blender, cataract. subsurface scattering, glsl - shaders, subsurface scattering, inspired by David Inshaw"
"0,126,-18.png","a close up of an apple on a black background, imbalanced mars. rugged, terraformed mars, mars as background, mars in distance, mars, barsoom, submerged on titan, the planet mars, planet mars, outer wilds, alien planet covered in water, mars one mission, face made out of planet, on the orange surface of mars"
"0,126,-27.png","a yellow and red object in the dark sky, terraformed mars, mars in distance, submerged on titan, imbalanced mars. rugged, barsoom, mars, the planet mars, mars as background, alien planet covered in water, planet mars, planet mars in the background, outer wilds, mars one mission, mar planet, ocean on alien planet titan"
"0,126,-36.png","a close up of an apple on a black background, mars in distance, submerged on titan, terraformed mars, outer wilds, mars, imbalanced mars. rugged, mars as background, outer wilds screenshot, planet mars in the background, planet mars, mars setting, the planet mars, ocean on planet titan, alien planet covered in water"
"0,126,-45.png","a close up of an apple on a black background, mars in distance, terraformed mars, barsoom, mars, planet mars in the background, mars as background, mars one mission, mars mission, outer wilds, planet mars, mars base, mars setting, the planet mars, imbalanced mars. rugged, mars city, mars landscape, phobos"
"0,126,-54.png","a close up of an apple on a black background, mars in distance, barsoom, mars, terraformed mars, mars one mission, mars base, mars mission, planet mars in the background, mars as background, imbalanced mars. rugged, outer wilds, phobos, on the orange surface of mars, planet mars, mars setting, mars colony"
"0,126,-63.png","a close up of an apple on a black background, mars in distance, barsoom, mars setting, mars base, mars, imbalanced mars. rugged, planet mars in the background, terraformed mars, mars mission, inspired by Chesley Bonestell, planet mars, the planet mars, mars as background, mars one mission, on the orange surface of mars"
"0,126,-72.png","a close up of an apple on a black background, mars in distance, barsoom, outer wilds, inspired by Chesley Bonestell, phobos, planet mars in the background, mars setting, mars, outer wilds screenshot, mars base, terraformed mars, planet mars, treasure planet color scheme, huge red moon, mars mission"
"0,126,-81.png","a close up of an apple on a black background, outer wilds, outer wilds screenshot, mars in distance, orbiting a gas giant planet, orbiting a gas giant, desolate gloomy planet, phobos, abandoned on mars, deserted planet, unsaturated and dark atmosphere, orange gas giant, n 6 4 graphics, n64 graphics"
"0,126,-9.png","a close up of an apple on a black background, phobos, apophis, imbalanced mars. rugged, rendered in nvidia's omniverse, yellow ochre, outer wilds, mars, brimstone, floating planets and moons, cataract. subsurface scattering, inspired by Ma Yuan, rendered in corona, povray, moonstone"
"0,126,-90.png","a close up of an apple on a black background, outer wilds, total lunar eclipse, outer wilds screenshot, nuclear blast moon eclipse, blood moon eclipse, observed from afar in the fog, huge red moon, red lunar eclipse, lunar eclipse, during lunar eclipse, intense subsurface scattering, liminal space photography, cataract. subsurface scattering"
"0,126,0.png","a close up of an apple on a black background, outer wilds, phobos, floating planets and moons, yellowish full moon, lemon wearing sunglasses, cataract. subsurface scattering, apophis, egg yolk, outer wilds screenshot, imbalanced mars. rugged, moonstone, epic 3 d oshun, with lemon skin texture"
"0,126,18.png","a close up of an apple on a black background, golden apple, yellowish full moon, fruitcore, cerebellar peduncle, egg yolk, with lemon skin texture, outer wilds, povray, unrefined sparkling gold nugget, apophis, lump of native gold, cataract. subsurface scattering, lemon wearing sunglasses"
"0,126,27.png","a close up of an apple on a black background, golden apple, 4 k hd wallpapear, outer wilds screenshot, outer wilds, cataract. subsurface scattering, sublime subsurface scattering, povray, yellowish full moon, an apple, cerebellar peduncle, pretty highlights and specular, still life of an apple"
"0,126,36.png","a close up of an apple on a black background, 4 k hd wallpapear, golden apple, 3 d raytraced masterpiece, sublime subsurface scattering, pear, povray, a raytraced image, strong subsurface scattering, cataract. subsurface scattering, an apple, intense subsurface scattering, fruitcore, 3 d image"
"0,126,45.png","a close up of an apple in the dark, 3 d raytraced masterpiece, golden apple, a raytraced image, sublime subsurface scattering, an apple, strong subsurface scattering, povray, intense subsurface scattering, still life of an apple, webgl render, sub - surface scattering, surface scattering, 4 k hd wallpapear"
"0,126,54.png","a close up of an apple on a black background, 3 d raytraced masterpiece, a raytraced image, sublime subsurface scattering, rendered in corona, golden apple, raytraced highlights, an apple, raytraced realistic, intense subsurface scattering, raytraced render, webgl render, ray traced sun light, povray, still life of an apple"
