filename,prompt
"0,0,-18.png","a red object is seen in the dark sky, phobos, nubulae hubble, barsoom, baked bean skin texture, inspired by Ma Yuan, red desert mars, planet mars, pink moon, sunstone, mars, 3dcoat h 648, ir 660 nm, pluto, also known as artemis the selene, anorld render"
"0,0,-27.png","a red object is seen in the dark sky, baked bean skin texture, phobos, nubulae hubble, inspired by Ma Yuan, anorld render, 3dcoat h 648, barsoom, clay render, halfmoon in space, planet mars, potato, heavy grain-s 150, red desert mars, octsne render"
"0,0,-36.png","a red object is seen in the dark sky, phobos, baked bean skin texture, inspired by Ma Yuan, 3dcoat h 648, clay render, flesh blob, nubulae hubble, heavy grain-s 150, anorld render, halfmoon in space, planet mars, barsoom, sandstone, fbx, untextured"
"0,0,-45.png","a close up of a red object on a black background, inspired by Ma Yuan, flesh blob, baked bean skin texture, phobos, 3dcoat h 648, cataract. subsurface scattering, spherical body, clay render, hatched ear, fbx, anorld render, blob, heavy grain-s 150, mouse body"
"0,0,-54.png","a close up of a red object on a black background, cataract. subsurface scattering, baked bean skin texture, inspired by Ma Yuan, pink moon, hatched ear, 3dcoat h 648, flesh blob, heavy grain-s 150, glossy sphere, nuclear blast moon eclipse, spherical body, raymarching, a clown floating in space"
"0,0,-63.png","a red apple sitting on top of a black surface, baked bean skin texture, pink moon, cataract. subsurface scattering, barsoom, inspired by Ma Yuan, spherical body, untextured, hatched ear, pluto, nuclear blast moon eclipse, flesh blob, blood moon eclipse, raymarching, outer wilds, sparse floating particles"
"0,0,-72.png","a close up of an apple on a black background, baked bean skin texture, pluto, outer wilds, outer wilds screenshot, spherical body, phobos, cataract. subsurface scattering, barsoom, ocatne render, octsne render, pink moon, slime rancher, blood moon eclipse, untextured"
"0,0,-81.png","a red apple sitting on top of a black table, baked bean skin texture, pluto, spherical body, sparse floating particles, outer wilds, slime rancher, ocatne render, jellymeat, flesh blob, barsoom, raymarching, pink moon, outer wilds screenshot, cataract. subsurface scattering, untextured"
"0,0,-9.png","a pink object is seen in the dark sky, phobos, nubulae hubble, sunstone, ir 660 nm, baked bean skin texture, pluto, mars, barsoom, red desert mars, planet mars, moonstone, potato, pink moon, also known as artemis the selene, inspired by Ma Yuan, metallic asteroid"
"0,0,-90.png","a red apple sitting on top of a black table, baked bean skin texture, slime rancher, ocatne render, outer wilds, spherical body, sparse floating particles, jellymeat, pluto, flesh blob, raymarching, cataract. subsurface scattering, outer wilds screenshot, round red m & m figure, pink moon, untextured"
"0,0,0.png","a close up of a pink object on a black background, phobos, baked bean skin texture, nubulae hubble, ir 660 nm, heavy grain-s 150, sunstone, 3dcoat h 648, moonstone, barsoom, potato, mars, grain gelios lens, aardman, red desert mars"
