filename,prompt
"0,0,-18.png","a pair of scissors on a black background, hyperrealistic photo of rayquaza, claw, raytraced blade, in-game 3d model, biomechanical open chewing mouth, wheatly from portal 2, octave render, cuttlefish, untextured, headcrab, plesiosaur, seperated game asset, cephalopod"
"0,0,-27.png","a pair of scissors on a black background, untextured, portal gun, in-game 3d model, low quality 3d model, wheatly from portal 2, cephalopod, bananas weapon, octante render, scorpion whip, seperated game asset, hyperrealistic photo of rayquaza, sci - fi weapon, raytraced blade, small gadget"
"0,0,-36.png","a pair of scissors on a black background, in-game 3d model, robot dragon claws, 3 d hammer modeling, hyperrealistic photo of rayquaza, robotic limb, claw, wheatly from portal 2, biomechanical open chewing mouth, raytraced blade, untextured, octave render, low quality 3d model, electrical appendages"
"0,0,-45.png","a pair of scissors on a black background, in-game 3d model, octave render, 3 d hammer modeling, raytraced blade, 3d rendered model, seperated game asset, wheatly from portal 2, octante render, ambient occlusion render, an ambient occlusion render, z-brush sculpt, untextured"
"0,0,-54.png","a pair of scissors sitting on top of a black surface, in-game 3d model, 3 d hammer modeling, seperated game asset, 3d rendered model, octante render, octave render, 3dcoat h 648, game asset, rendered 3d model, marmoset toolbag, 3d model, 3 d model"
"0,0,-63.png","a computer chair sitting in the middle of a dark room, in-game 3d model, 3d rendered model, octave render, 3 d hammer modeling, 3dcoat h 648, octante render, rendered 3d model, seperated game asset, 3d model, 3 d model, low quality 3d model, rendered in maya"
"0,0,-72.png","a close up of a toothbrush on a black background, raytraced blade, 3d rendered model, octave render, in-game 3d model, rendered 3d model, z-brush sculpt, a folding knife, sheath, povray, 3dcoat h 648, 3 d hammer modeling, modeled in 3 d, speculum"
"0,0,-81.png","a toothbrush sitting on top of a black surface, 3 d hammer modeling, z-brush sculpt, 3d rendered model, in-game 3d model, raytraced blade, paint knife, untextured, blender-hard-surface, low quality 3d model, seperated game asset, stylized stl, surgical implements, smooth surface render"
"0,0,-9.png","a pair of scissors on a black background, octave render, biomechanical open chewing mouth, trending on mentalray, seperated game asset, vray. subsurface scattering, octante render, subsurface scattering skin, claw, arca album cover, dove in an ear canal, in-game 3d model, diffuse subsurface scattering"
"0,0,-90.png","a close up of a toothbrush in the dark, 3 d hammer modeling, z-brush sculpt, an ambient occlusion render, ambient occlusion render, low quality 3d model, 3d rendered model, smooth surface render, in-game 3d model, airbrush render, paint knife, untextured, blender-hard-surface, speculum"
"0,0,0.png","a pair of scissors on a black background, seperated game asset, from half-life, octave render, in-game 3d model, wheatly from portal 2, game asset, claw, half-life 3, cybernetic implant h 768, 3dcoat h 648, sheath, hl 2, cuttlefish"
"0,0,18.png","a close up of a pair of scissors on a black background, 3dcoat h 648, box cutter, valve, seperated game asset, from half-life, cybernetic implant h 768, in-game 3d model, hl 2, sheath, from valve, spray brush, half-life 3, small gadget, game asset"
"0,0,27.png","a close up of a pair of scissors on a black background, in-game 3d model, 3dcoat h 648, 3 d hammer modeling, cuttlefish, claw, micropohone, cephalopod, spray brush, octante render, low quality 3d model, seperated game asset, subsurface scattering skin, white alien squid"
"0,0,36.png","a pair of scissors on a black background, octante render, cuttlefish, in-game 3d model, white alien squid, cephalopod, mad cuttlefish, single tentacle, turbosquid, splatoon, spray brush, bananas weapon, z-brush, splatoon 3, micropohone, sheath, octave render, alien squid"
"0,0,45.png","a pair of yellow and white scissors on a black background, 3dcoat h 648, sheath, octante render, cybernetic implant h 768, in-game 3d model, octave render, biomechanical open chewing mouth, raytraced blade, cuttlefish, splatoon, white alien squid, spray brush, robotic octopus"
