filename,prompt
"0,0,-18.png","a bottle of men's deodorant on a black background, sigma male, high resolution product photo, high quality product image”, substance material, man in dark blue full body suit, seamless game texture, marvelous designer substance, full head and shoulders, detailed product image, 3d render of a man's body, substance painter, cloth simulation, 3 d product render, product image"
"0,0,-27.png","a bottle of men deodorant on a black background, man in dark blue full body suit, sigma male, cloth simulation, marvelous designer substance, high quality product image”, substance material, soft 3d render, 3d render of a man's body, high resolution product photo, dirty linen robes, detailed product image, seamless game texture, synthetic materials, game asset"
"0,0,-36.png","a bottle of men deodorant on a black background, cloth simulation, man in dark blue full body suit, seamless game texture, cloth sim, sigma male, marvelous designer substance, 3d render of a man's body, high quality product image”, detailed product image, game asset, soft 3d render, videogame asset, rpg item render, blue jeans. unreal 5"
"0,0,-45.png","a tube of men's deodorant on a black background, cloth sim, cloth simulation, man in dark blue full body suit, sigma male, abstract cloth simulation, game asset, seamless game texture, sleeping bag, 3d rendered model, monk's robe, cloth physics, blue-fabric, videogame asset, wrapped thermal background, sigma lens photo, synthetic materials"
"0,0,-54.png","a tube of men's deodorant on a black background, man in dark blue full body suit, sigma male, male full body organic armor, seamless game texture, game asset, cloth simulation, cloth sim, videogame asset, wrapped thermal background, sleeping bag, seperated game asset, male body, dark blue beanie, game asset of fighters"
"0,0,-63.png","a close up of a blue tube on a black background, 3dexcite, seperated game asset, high quality topical render, dark blue beanie, game asset, gigapixel, a tshirt. blender art, cloth sim, videogame asset, in-game 3d model, cloth simulation, 3d game object, 3 d render 1 5 0 mm lens"
"0,0,-72.png","a pair of blue socks on a black background, high quality topical render, low quality 3d model, seperated game asset, bucket hat, in-game 3d model, trash can, one object content, 3 d object, 3d object, high quality 3d realistic, game asset, painting of an undercover cup, tribarrel, untextured"
"0,0,-81.png","an object is seen in the dark sky, police cap, high quality topical render, blue wizard hat, sock cap, small hat, uncompressed png, seperated game asset, faded hat, game asset, cap, low quality 3d model, hat, point of view of visor wearer, large opaque visor, blue witch hat, anorld render"
"0,0,-9.png","a bottle of men's deodorant on a black background, man in dark blue full body suit, high resolution product photo, male full body organic armor, sigma male, high quality product image”, detailed product image, 3d product, marvelous designer substance, full head and shoulders, packshot, product image, official product photo, seamless game texture"
"0,0,-90.png","a black and white photo of the moon, fractal flame. highly_detailded, fractal flame, polarized lens, high quality topical render, cataract. subsurface scattering, dark blue spheres fly around, blue circular hologram, distant lens, radiosity rendering, obsidian globe, anorld render, povray, obsidian slime"
"0,0,0.png","a blue tube of men's deodorant on a black background, man in dark blue full body suit, sigma male, male full body organic armor, high resolution product photo, high quality product image”, product label, full head and shoulders, product image, with labels. high quality, detailed product image, official product photo, packshot, packaging design"
"0,0,18.png","a tube of men's deodorant on a black background, man in dark blue full body suit, full head and shoulders, sigma male, male full body organic armor, high resolution product photo, high quality product image”, product image, 3d product, product display photograph, product label, men's fashion, with labels. high quality, detailed product image, suave"
