filename,prompt
"0,0,-18.png","a black and white photo of a helicopter in the sky, cybernetic implant h 768, speculum, surgical implements, surgical equipment, rapier, neck shackle, medical equipment, intubation equipment, medical supplies, wheatly from portal 2, surgical supplies, ornithopter, shepherd's crook, shortbow, sheath"
"0,0,-27.png","a black and white photo of a pair of scissors, speculum, cybernetic implant h 768, surgical implements, neck shackle, surgical equipment, shortbow, rapier, ornithopter, sheath, medical supplies, surgical supplies, shepherd's crook, medical equipment, wheatly from portal 2, robotic left arm, game asset"
"0,0,-36.png","a pair of scissors sitting on top of a black surface, speculum, surgical implements, sheath, cybernetic implant h 768, shortbow, titanium mechanical parts, glaive, ornithopter, rapier, game asset, surgical equipment, flying screw, wheatly from portal 2, neck shackle, surgical supplies, robotic arm"
"0,0,-45.png","a pair of scissors sitting on top of a black surface, crescent wrench, speculum, cybernetic implant h 768, surgical implements, neck shackle, titanium mechanical parts, sheath, wrenches, metalic parts, holding pistol, plated arm, game asset, box cutter, shortbow, flat metal hinges, robot arm"
"0,0,-54.png","a pair of scissors on a black background, shortbow, plated arm, titanium mechanical parts, uav, ornithopter, box cutter, robot arm, robotic arm, sheath, speculum, glaive, ligtt sword, game asset, ultra sharp - - ar 1 6 : 9, a folding knife, full body 8k, metalic parts"
"0,0,-63.png","a pair of scissors sitting on top of a black surface, shortbow, prop, glaive, povray, untextured, uav, titanium mechanical parts, holding dagger, polearm glaive, game asset, seperated game asset, holding knife, knife, ligtt sword, a folding knife, sheath, military drone, cyborg aircraft parts"
"0,0,-72.png","a knife in the dark with a black background, serrated point, holding knife, sheath, cybernetic implant h 768, povray, ornithopter, speculum, holding dagger, octave render, smooth surface render, glaive, surgical implements, shortbow, seperated game asset, box cutter"
"0,0,-81.png","a bird flying in the sky at night, holding knife, sheath, polearm glaive, spoon pear slim loli figure, polearm, ornithopter, halberd, game asset, serrated point, wheatly from portal 2, holding dagger, seperated game asset, shortbow, glaive, feather pen, paint knife"
"0,0,-9.png","a black and white photo of a pair of scissors, cybernetic implant h 768, speculum, surgical implements, surgical equipment, medical equipment, rapier, medical supplies, intubation equipment, neck shackle, surgical supplies, sheath, shepherd's crook, seperated game asset, game asset, archer bow, glaive, surgical gear"
"0,0,-90.png","a plane flying in the sky at night, sheath, a folding knife, holding knife, game asset, knife, box cutter, uav, surgical implements, seperated game asset, tactical knife, glaive, povray, serrated point, hard surface model, untextured, bloody knife, prop, in-game 3d model, paint knife"
"0,0,0.png","a black and white photo of a pair of scissors, speculum, surgical implements, surgical equipment, neck shackle, medical equipment, cybernetic implant h 768, medical supplies, intubation equipment, 3dexcite, surgical supplies, rapier, hooked nose and square jaw, z-brush sculpt, sheath, occlusion pass"
"0,0,18.png","a white pipe sticking out of the side of a building, speculum, ornithopter, neck shackle, cybernetic implant h 768, halberd, rapier, surgical implements, seperated game asset, surgical equipment, medical supplies, shortbow, sheath, biomechanical open chewing mouth, wheatly from portal 2"
"0,0,27.png","a black and white photo of a street light, white biomechanicaldetails, cybernetic implant h 768, hinged titanium legs, spoon slim figure, speculum, articulated joints, bone scepter, neck shackle, shortbow, seperated game asset, long detailed ornate scythe, halberd, wheatly from portal 2"
"0,0,36.png","a black and white photo of an airplane in the sky, white biomechanicaldetails, cybernetic implant h 768, speculum, ornithopter, neck shackle, rapier, surgical implements, surgical equipment, medical supplies, wheatly from portal 2, hinged titanium legs, holding dagger, spoon slim figure, halberd"
