filename,prompt
"0,0,-18.png","a tube of toothpaste on a black background, toothpaste blast, 3d product, seamless game texture, toothpaste refinery, game asset, 3d asset, 3d game object, miniature product photo, povray, in-game 3d model, videogame asset, seperated game asset, rpg item render, avec des dents pointues, rendered in maya and houdini"
"0,0,-27.png","a tube of toothpaste on a black background, toothpaste blast, 3d product, game asset, miniature product photo, toothpaste refinery, 3d asset, seamless game texture, rendered in 3 dsmax, rendered in unreal engine 3d, 3d game object, povray, rendered on unreal 3 d, seperated game asset, videogame asset, 3d rendered model"
"0,0,-36.png","a tube of toothpaste on a black background, toothpaste blast, 3d product, game asset, 3d asset, miniature product photo, seamless game texture, 3d game object, rendered in unreal engine 3d, rendered on unreal 3 d, rendered in 3 dsmax, seperated game asset, videogame asset, 3d rendered model, rendered in unreal engine 3"
"0,0,-45.png","a tube of toothpaste on a black background, toothpaste blast, seamless game texture, game asset, miniature product photo, 3d product, videogame asset, seperated game asset, 3d asset, rendered in unreal engine 3d, rendered in 3 dsmax, 3d game object, rendered on unreal 3 d, avec des dents pointues, povray"
"0,0,-54.png","a tube of toothpaste on a black background, toothpaste blast, seamless game texture, videogame asset, seperated game asset, miniature product photo, filigrane, game asset, rpg item render, rendered on unreal 3 d, rendered in 3 dsmax, 3d product, 3d asset, rendered in unreal engine 3d, in-game 3d model"
"0,0,-63.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, 3d product, seamless game texture, povray, rpg item render, 3dexcite, high quality topical render, miniature product photo, 3 d product render, seperated game asset, 3d asset, high resolution product photo, rendered in 3 dsmax, avec des dents pointues"
"0,0,-72.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, povray, seamless game texture, seperated game asset, rpg item render, high quality topical render, game asset, inventory item, 3d product, videogame asset, 3d asset, gum tissue, 3dexcite, substance material, emissive material"
"0,0,-81.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, rpg item render, seperated game asset, ultra sharp - - ar 1 6 : 9, game asset, high quality topical render, inventory item, povray, colorful hilt, serrated point, medium [ graffiti ], videogame asset, seamless game texture"
"0,0,-9.png","a tube of toothpaste on a black background, toothpaste blast, miniature product photo, 3d product, seamless game texture, 3 d raytraced masterpiece, toothpaste refinery, rendered in maya and houdini, rendered in renderman, 3d asset, 3d game object, highly detailed product photo, game asset, povray, rendered with renderman"
"0,0,-90.png","a tube of toothpaste on a black background, toothpaste blast, toothpaste refinery, high quality topical render, rendered in 3 dsmax, masterpiece. rendered in blender, povray, 3d rendered model, z-brush sculpt, rendered in maya, rendered 3d model, smooth surface render, rendered in pov - ray, blender rendering, rpg item render"
"0,0,0.png","a tube of toothpaste on a black background, toothpaste blast, miniature product photo, 3d product, toothpaste refinery, rendered in renderman, rendered in maya and houdini, game asset, 3 d raytraced masterpiece, seamless game texture, 3d asset, rendered in maya, rendered with renderman, in-game 3d model, highly detailed product photo"
