filename,prompt
"0,0,-18.png","a banana that is sitting in the dark, banana, in-game 3d model, videogame asset, low quality 3d model, bananas weapon, 3 d render of jerma 9 8 5, modeled in 3 d, game asset, seperated game asset, untextured, 3d game object, high quality 3d realistic, sliced banana, banana color"
"0,0,-27.png","a banana is shown against a black background, banana, low quality 3d model, videogame asset, in-game 3d model, seperated game asset, bananas weapon, game asset, 3 d render of jerma 9 8 5, seamless game texture, modeled in 3 d, high quality 3d realistic, 3 d raytraced masterpiece, untextured"
"0,0,-36.png","a banana is shown against a black background, banana, videogame asset, seperated game asset, bananas weapon, game asset, low quality 3d model, seamless game texture, 3 d render of jerma 9 8 5, league of legends inventory item, in-game 3d model, untextured, 3 d raytraced masterpiece, banana color, ultra hd rendered"
"0,0,-45.png","a single banana is shown against a black background, 3 d raytraced masterpiece, masterpiece. rendered in blender, diffuse subsurface scattering, banana, low quality 3d model, a raytraced image, seperated game asset, rendered in renderman, 3 d render of jerma 9 8 5, videogame asset, modeled in 3 d, 3d game object"
"0,0,-54.png","a close up of a banana on a black background, banana, seperated game asset, videogame asset, game asset, bananas weapon, league of legends inventory item, seamless game texture, 3 d raytraced masterpiece, low quality 3d model, 3d asset, item art, untextured, bananas, sliced banana, video game asset, banana color"
"0,0,-63.png","a close up of a banana on a black background, banana, seperated game asset, game asset, bananas weapon, videogame asset, seamless game texture, league of legends inventory item, low quality 3d model, item art, 3 d raytraced masterpiece, discord emoji, bananas, sliced banana, rpg game item, 3d game object, 3d asset"
"0,0,-72.png","a close up of a banana on a black background, bananas weapon, banana, seperated game asset, game asset, videogame asset, item art, league of legends inventory item, low quality 3d model, seamless game texture, sliced banana, bananas, rpg item render, rpg game item, 3d game object, inventory item, 3 d raytraced masterpiece"
"0,0,-81.png","a close up of a banana on a black background, bananas weapon, banana, seperated game asset, low quality 3d model, videogame asset, league of legends inventory item, game asset, untextured, item art, sliced banana, seamless game texture, bananas, uncompressed png, rpg item render, banana color, high quality lowpoly art"
"0,0,-9.png","a banana that is sitting in the dark, banana, in-game 3d model, low quality 3d model, modeled in 3 d, videogame asset, 3 d render of jerma 9 8 5, bananas weapon, game asset, 3d game object, high quality 3d realistic, seperated game asset, 3 d raytraced masterpiece, rendered in maya"
"0,0,-90.png","a close up of a banana on a black background, banana, bananas weapon, seperated game asset, untextured, low quality 3d model, sliced banana, videogame asset, game asset, uncompressed png, 3 d raytraced masterpiece, seamless game texture, league of legends inventory item, rendered in pov - ray, a raytraced image, 3d game object"
"0,0,0.png","a banana with a bite taken out of it, banana, in-game 3d model, modeled in 3 d, videogame asset, game asset, low quality 3d model, rendered in pov - ray, 3 d raytraced masterpiece, 3d game object, seperated game asset, 3d asset, rendered with renderman, bananas weapon, rendered in renderman"
"0,0,18.png","a banana is shown against a black background, banana, modeled in 3 d, in-game 3d model, low quality 3d model, 3 d raytraced masterpiece, high quality 3d realistic, sliced banana, banana hat, bananas weapon, videogame asset, game asset, high quality 3 d render, high quality 3d render, 3d game object"
"0,0,27.png","a banana is shown against a black background, modeled in 3 d, banana, low quality 3d model, in-game 3d model, 3 d raytraced masterpiece, high quality 3d realistic, 3d game object, videogame asset, game asset, sliced banana, 3d asset, high quality 3d render, high quality 3 d render, seamless game texture"
"0,0,36.png","a banana is shown against a black background, modeled in 3 d, 3 d raytraced masterpiece, banana, in-game 3d model, low quality 3d model, high quality 3d realistic, 3d game object, sliced banana, videogame asset, game asset, high quality 3d render, 3d asset, high quality 3 d render, 3d rendered model"
"0,0,45.png","a banana is shown against a black background, banana, 3 d raytraced masterpiece, 3d game object, sliced banana, modeled in 3 d, game asset, 3d asset, a raytraced image, 3 d object, 3d object, in-game 3d model, videogame asset, fruitcore, low quality 3d model, photoscan"
"0,0,54.png","a close up of a banana on a black background, 3 d raytraced masterpiece, banana, 3d game object, game asset, modeled in 3 d, sliced banana, 3d asset, videogame asset, a raytraced image, 3d object, 3 d object, 3d rendered model, in-game 3d model, seamless game texture, rendered in maya"
"0,0,63.png","a close up of a banana on a black background, 3 d raytraced masterpiece, 3d game object, modeled in 3 d, banana, game asset, 3d asset, in-game 3d model, sliced banana, 3d rendered model, videogame asset, a raytraced image, 3 d object, 3d object, high quality 3 d render"
"0,0,72.png","a close up of a banana on a black background, 3 d raytraced masterpiece, modeled in 3 d, banana, 3d game object, in-game 3d model, low quality 3d model, high quality 3d render, high quality 3 d render, a raytraced image, 3d asset, 3d rendered model, masterpiece. rendered in blender"
"0,0,81.png","a close up of a banana on a black background, banana, 3 d raytraced masterpiece, modeled in 3 d, 3d game object, low quality 3d model, sliced banana, in-game 3d model, banana color, 3d rendered model, a raytraced image, 3d asset, rendered in maya, rendered 3d model"
"0,0,9.png","a banana is shown against a black background, banana, 3 d raytraced masterpiece, sliced banana, modeled in 3 d, low quality 3d model, high quality 3d realistic, in-game 3d model, banana hat, rendered in pov - ray, bananas weapon, videogame asset, game asset, high quality 3d realism, 3d asset, raymarching"
"0,0,90.png","a banana that is sitting in the dark, banana, modeled in 3 d, 3 d raytraced masterpiece, banana color, sliced banana, a raytraced image, 3d game object, masterpiece. rendered in blender, rendered in maya, low quality 3d model, rendered with renderman, rendered in renderman, rendered 3d model, 3d rendered model"
"0,108,-18.png","a close up of a yellow object in the air, masterpiece. rendered in blender, 3 d raytraced masterpiece, modeled in 3 d, anorld render, 3d game object, banana, made in blender, rendered with blender, rendered in blender, moonray render, sliced banana, 3 d model rip, sentient fruit, 3d rendered, 3 d rendered"
"0,108,-27.png","a close up of a banana on a black background, banana, banana hat, sliced banana, masterpiece. rendered in blender, sentient fruit, 3 d raytraced masterpiece, banana color, bananas, surreal 3 d render, clumps of bananas, made in blender, bananas weapon, 3 d render of jerma 9 8 5, anorld render, rendered in maya"
"0,108,-36.png","a close up of a banana on a black background, banana, masterpiece. rendered in blender, 3 d raytraced masterpiece, sliced banana, raymarching, banana hat, rendered in maya, rendered in renderman, rendered with renderman, high quality 3d render, sentient fruit, high quality 3 d render, modeled in 3 d"
"0,108,-45.png","a close up of a banana on a black background, 3 d raytraced masterpiece, masterpiece. rendered in blender, banana, high quality 3d realistic, sliced banana, rendered in renderman, rendered with renderman, high quality 3d render, modeled in 3 d, high quality 3 d render, rendered in maya, raymarching, rendered in 4 k"
"0,108,-54.png","a close up of a banana on a black background, 3 d raytraced masterpiece, masterpiece. rendered in blender, banana, diffuse subsurface scattering, sliced banana, rendered in renderman, rendered with renderman, a raytraced image, subsurface scattering skin, raymarching, 3d game object, cinema 4d ray traced"
"0,108,-63.png","a close up of a banana on a black background, 3 d raytraced masterpiece, sliced banana, banana, masterpiece. rendered in blender, diffuse subsurface scattering, seperated game asset, rendered in renderman, rendered with renderman, 3d game object, subsurface scattering skin, low quality 3d model, seamless game texture"
"0,108,-72.png","a close up of a banana on a black background, sliced banana, banana, 3 d raytraced masterpiece, masterpiece. rendered in blender, rendered in maya, low quality 3d model, rendered in blender, high quality 3d realistic, rendered in pov - ray, 3d game object, rendered with blender, modeled in 3 d, a raytraced image"
"0,108,-81.png","a close up of a banana on a black background, banana, sliced banana, low quality 3d model, masterpiece. rendered in blender, bananas, 3 d raytraced masterpiece, bananas weapon, rendered in maya, high quality 3d realistic, modeled in 3 d, seperated game asset, rendered in pov - ray, 2 d render, high quality 3d realism"
"0,108,-9.png","a close up of a lemon on a black background, anorld render, modeled in 3 d, 3 d render of jerma 9 8 5, lemon wearing sunglasses, an angry lemon, masterpiece. rendered in blender, moonray render, low quality 3d model, 3d rendered, 3 d raytraced masterpiece, 3 d rendered, 3 d model rip"
"0,108,-90.png","a close up of a banana on a black background, banana, sliced banana, bananas weapon, low quality 3d model, seperated game asset, 3 d raytraced masterpiece, bananas, masterpiece. rendered in blender, rendered in pov - ray, high quality 3d realistic, 3d game object, rendered in maya, banana color, modeled in 3 d"
"0,108,0.png","a close up of a lemon on a black background, baked bean skin texture, fruitcore, with lemon skin texture, lemon wearing sunglasses, heavy grain-s 150, lemon, 3 d render of jerma 9 8 5, modeled in 3 d, clumps of bananas, in-game 3d model, sentient fruit, anorld render, banana"
